id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,Marry,Car,Child,AgeGroup,TypeofContactNULL,Motivation,EconomicPower,Child01,TripEasier,SalesPerformance,LivingCost,EconomicStability,TripFreaqency,NumberOfTrips_log,TravelCost,EconomicSegment,PackageMatch
103,34,Self Enquiry,2,7.090909822079984,Salaried,female,2,4,Basic,3,7,0,4,Executive,12.507679812253878,1,Divorced,No Car,0_child,30s,0,8,25.015359624507756,0,18,2.2564100237431455,9.621292163272214,15.134292572827194,1,2.0794415416798357,3.0794415416798357,12,1.0
104,20,Company Invited,2,6.803505257608338,Salaried,female,2,4,Basic,3,7,0,3,Executive,12.594954339111958,1,Single,Has Car,0_child,20s,0,8,25.189908678223915,0,36,1.7637966820971351,9.227072775906194,15.23989475032547,1,2.0794415416798357,3.0794415416798357,12,1.0
105,51,Self Enquiry,2,6.803505257608338,Small Business,female,1,4,Basic,3,8,0,2,Executive,12.522327597468143,0,Divorced,Has Car,0_child,50s,0,4,25.044655194936286,0,24,1.1758644547314234,9.173866371771531,12.397104321493464,1,2.1972245773362196,3.1972245773362196,5,1.0
106,40,Company Invited,2,6.042632833682381,Salaried,male,1,4,Deluxe,3,5,0,2,AVP,12.543262481758047,0,Divorced,Has Car,0_child,40s,0,4,32.61248245257092,0,8,1.3239262123303295,9.189203283339227,19.316624221907393,1,1.791759469228055,2.791759469228055,14,0.8
107,26,Company Invited,3,6.493753839851686,Salaried,male,1,4,Standard,3,3,1,2,Senior Manager,12.821260987319455,1,Married,Has Car,0_child,20s,0,14,16.667639283515292,0,8,1.2319530732601216,11.14892259766909,18.334403211866825,0,1.3862943611198906,2.386294361119891,19,1.0
108,22,Company Invited,2,6.293419278846481,Large Business,male,1,4,Basic,3,2,1,2,Executive,12.447197558800106,1,Single,Has Car,0_child,20s,0,14,32.362713652880274,0,48,1.2711690808349125,9.118826050403007,16.43030077761614,0,1.0986122886681098,2.09861228866811,0,1.0
110,21,Self Enquiry,1,6.293419278846481,Small Business,female,2,3,Basic,3,3,0,1,Executive,12.46228727043525,0,Single,Has Car,0_child,20s,0,6,37.38686181130575,0,36,0.47668840531309226,7.912563346308094,12.337664397730899,0,1.3862943611198906,2.386294361119891,11,1.0
111,24,Company Invited,2,6.734591659972948,Salaried,male,2,3,Standard,3,3,0,2,Senior Manager,12.749561955131965,1,Single,Has Car,0_child,20s,0,6,33.14886108334311,0,12,0.8909226131201102,9.340338428668105,18.231873595838714,0,1.3862943611198906,2.386294361119891,20,1.0
112,45,Self Enquiry,2,6.580639137284949,Salaried,male,2,3,Deluxe,3,5,0,2,Manager,12.706850963741102,0,Divorced,Has Car,0_child,40s,0,6,33.03781250572687,0,6,0.9117655405239998,9.309048325085055,16.773043272138256,1,1.791759469228055,2.791759469228055,15,0.8
113,33,Self Enquiry,1,6.042632833682381,Small Business,female,2,3,Basic,3,4,0,1,Executive,12.445900240920777,0,Divorced,Has Car,0_child,30s,0,6,37.33770072276233,0,18,0.4964723296238735,7.902158883124302,12.32144123851157,0,1.6094379124341003,2.6094379124341005,11,1.0
114,33,Company Invited,1,6.8679744089702925,Salaried,male,2,3,Deluxe,3,2,0,2,Manager,12.57238450487595,0,Divorced,Has Car,0_child,30s,0,6,49.03229956901621,0,6,0.8736200286598874,7.98246635230219,16.595547546436254,0,1.0986122886681098,2.09861228866811,16,0.8
115,56,Company Invited,2,6.803505257608338,Salaried,female,2,3,Deluxe,3,2,0,2,AVP,13.122365377402328,0,Married,Has Car,0_child,50s,0,6,26.244730754804657,0,6,0.8818983410485676,8.777501924683829,20.208442681199585,0,1.0986122886681098,2.09861228866811,14,0.8
116,36,Self Enquiry,1,6.660575149839686,Salaried,female,2,3,Standard,3,8,0,2,Senior Manager,13.122365377402328,0,Married,Has Car,0_child,30s,0,6,39.36709613220698,0,6,0.900823106867042,7.607168334725987,18.76498248968533,1,2.1972245773362196,3.1972245773362196,1,1.0
117,41,Company Invited,1,6.928537818164665,Salaried,male,2,3,Deluxe,4,3,0,2,AVP,12.933297528916942,0,Single,Has Car,0_child,40s,0,6,50.43986036277608,0,12,0.8659835823180034,8.211617478677422,19.91727819453209,0,1.3862943611198906,3.579441541679836,17,1.0
118,50,Self Enquiry,2,5.8888779583328805,Small Business,male,2,3,Deluxe,4,1,0,2,AVP,13.03898394237596,0,Divorced,Has Car,0_child,50s,0,6,33.901358250177495,0,6,1.0188698156853258,9.552369188553815,16.42911976739371,0,0.6931471805599453,2.539720770839918,10,1.0
119,31,Self Enquiry,1,6.928537818164665,Large Business,female,2,4,Basic,3,5,0,1,Executive,12.458157332641122,0,Single,No Car,0_child,30s,0,8,37.374471997923365,0,36,0.5773223882120022,8.305438221760747,16.444767679086283,1,1.791759469228055,2.791759469228055,2,1.0
120,22,Company Invited,3,6.8679744089702925,Salaried,female,2,3,Basic,3,2,0,1,Executive,12.45060971486532,0,Single,Has Car,0_child,20s,0,6,12.45060971486532,0,36,0.4368100143299437,11.857723537966972,15.06523775498704,0,1.0986122886681098,2.09861228866811,23,1.0
121,38,Company Invited,2,6.8679744089702925,Small Business,female,2,3,Basic,4,5,0,2,Executive,12.506180941677355,1,Single,Has Car,0_child,30s,0,6,25.01236188335471,0,36,0.8736200286598874,9.16203731991015,12.381119132260583,1,1.791759469228055,4.187639203842083,5,0.8
122,38,Company Invited,1,6.985641817639208,Small Business,female,1,3,Basic,3,5,0,3,Executive,12.42647644715539,0,Single,No Car,0_child,30s,0,3,37.27942934146617,0,48,1.2883569233788088,8.284317631436926,12.302211682683836,1,1.791759469228055,2.791759469228055,11,1.0
123,31,Company Invited,2,6.8679744089702925,Salaried,male,2,3,Basic,3,2,0,1,Executive,12.46720923363441,0,Divorced,Has Car,0_child,30s,0,6,32.414744007449464,0,18,0.4368100143299437,9.133486618047185,15.085323172697638,0,1.0986122886681098,2.09861228866811,12,1.0
124,18,Company Invited,2,6.175867270105761,Large Business,male,2,3,Basic,3,7,0,2,Executive,12.397853488542202,1,Single,Has Car,0_child,10s,0,6,32.234419070209725,0,36,0.9715234699170033,9.082676548382564,16.365166604875707,1,2.0794415416798357,3.0794415416798357,0,1.0
125,52,Company Invited,3,6.175867270105761,Small Business,male,1,3,King,3,1,0,5,VP,12.522764826029048,0,Single,No Car,0_child,50s,0,3,16.279594273837763,0,16,2.428808674792508,12.522764826029048,16.905732515139213,0,0.6931471805599453,1.6931471805599454,24,0.6
126,45,Company Invited,3,6.293419278846481,Large Business,female,1,3,Basic,3,4,0,3,Executive,12.485524694051938,0,Married,No Car,0_child,40s,0,3,12.485524694051938,0,24,1.4300652159392766,11.35047699459267,16.480892596148557,0,1.6094379124341003,2.6094379124341005,25,1.0
127,30,Company Invited,1,6.580639137284949,Small Business,female,2,3,Basic,3,5,0,1,Executive,12.462229220562651,0,Divorced,Has Car,0_child,30s,0,6,37.38668766168796,0,18,0.4558827702619999,7.912526489246127,12.337606928357026,1,1.791759469228055,2.791759469228055,11,1.0
128,38,Company Invited,2,6.734591659972948,Salaried,male,2,3,Deluxe,3,8,0,2,Manager,12.469632349021774,1,Single,No Car,0_child,30s,0,6,32.421044107456616,0,12,0.8909226131201102,9.592024883862903,16.459914700708744,1,2.1972245773362196,3.1972245773362196,15,0.8
129,43,Company Invited,2,6.175867270105761,Salaried,male,2,3,Standard,3,2,0,1,Senior Manager,13.007123106180618,0,Divorced,Has Car,0_child,40s,0,6,33.81852007606961,0,6,0.48576173495850167,9.529027916615837,18.60018604183829,0,1.0986122886681098,2.09861228866811,20,1.0
130,43,Self Enquiry,3,6.8679744089702925,Small Business,male,2,3,Standard,4,2,0,1,Senior Manager,12.986133489972646,0,Single,Has Car,0_child,40s,0,6,16.88197353696444,0,12,0.4368100143299437,12.367746180926328,15.193776183267996,0,1.0986122886681098,3.147918433002165,22,0.8
131,35,Company Invited,3,6.8679744089702925,Salaried,female,2,4,Deluxe,3,3,0,1,Manager,12.826046801352204,0,Married,No Car,0_child,30s,0,8,12.826046801352204,0,6,0.5824133524399249,11.66004254668382,16.93038177778491,0,1.3862943611198906,2.386294361119891,26,0.8
132,26,Company Invited,1,6.734591659972948,Small Business,female,1,3,Basic,3,8,0,4,Executive,12.495063860680585,1,Single,No Car,0_child,20s,0,3,37.48519158204175,0,48,1.7818452262402205,8.330042573787056,12.37011322207378,1,2.1972245773362196,3.1972245773362196,11,1.0
133,46,Company Invited,3,6.928537818164665,Large Business,female,2,3,Standard,4,5,0,2,Senior Manager,12.72705451954054,0,Divorced,Has Car,0_child,40s,0,6,12.72705451954054,0,6,0.8659835823180034,12.121004304324323,19.85420505048324,1,1.791759469228055,4.187639203842083,27,0.8
134,52,Self Enquiry,2,6.928537818164665,Small Business,male,2,3,Standard,4,2,0,1,Senior Manager,12.910125146340274,0,Single,Has Car,0_child,50s,0,6,33.56632538048471,0,12,0.4329917911590017,9.457967140176024,15.104846421218122,0,1.0986122886681098,3.147918433002165,3,0.8
135,39,Self Enquiry,1,6.042632833682381,Salaried,male,2,3,Standard,3,2,0,2,Senior Manager,12.808011472283544,0,Divorced,No Car,0_child,30s,0,6,49.951244741905825,0,6,0.992944659247747,8.538674314855696,18.31545640536547,0,1.0986122886681098,2.09861228866811,1,1.0
136,46,Self Enquiry,2,6.293419278846481,Large Business,female,2,3,Super Deluxe,4,2,0,2,AVP,13.08954262076956,0,Single,Has Car,0_child,40s,0,6,26.17908524153912,0,0,0.9533768106261845,9.589408513384292,21.99043160289286,0,1.0986122886681098,3.147918433002165,28,0.8
137,43,Self Enquiry,1,6.8679744089702925,Salaried,female,2,3,King,4,1,0,1,VP,13.070482542027316,0,Single,No Car,0_child,40s,0,6,39.21144762608195,0,12,0.4368100143299437,8.713655028018211,21.566296194345075,0,0.6931471805599453,2.539720770839918,29,0.8
138,46,Self Enquiry,1,6.660575149839686,Small Business,male,2,3,Basic,3,4,0,2,Executive,12.460602454485278,0,Single,No Car,0_child,40s,0,6,48.596349572492585,0,36,0.900823106867042,8.307068302990185,12.335996429940426,0,1.6094379124341003,2.6094379124341005,11,1.0
139,40,Self Enquiry,1,6.928537818164665,Small Business,female,2,3,Basic,3,1,0,2,Executive,12.500051104074648,0,Single,Has Car,0_child,40s,0,6,37.500153312223944,0,36,0.8659835823180034,7.936540383539459,12.375050593033903,0,0.6931471805599453,1.6931471805599454,11,1.0
140,50,Self Enquiry,1,6.928537818164665,Salaried,female,2,3,Deluxe,3,1,0,2,Manager,12.900022004259162,0,Married,No Car,0_child,50s,0,6,38.700066012777484,0,6,0.8659835823180034,7.818195154096461,17.028029045622095,0,0.6931471805599453,1.6931471805599454,16,0.8
141,55,Self Enquiry,2,6.175867270105761,Salaried,female,1,3,King,3,2,0,3,VP,12.949867787294997,0,Married,Has Car,0_child,50s,0,3,25.899735574589993,0,8,1.457285204875505,8.662118921267554,21.367281849036743,0,1.0986122886681098,2.09861228866811,30,0.6
142,50,Company Invited,1,6.660575149839686,Salaried,male,1,3,Standard,3,1,0,4,Executive,12.503343597380802,0,Divorced,No Car,0_child,50s,0,3,48.763040029785124,0,8,1.801646213734084,8.335562398253868,15.129045752830773,0,0.6931471805599453,1.6931471805599454,13,1.0
143,58,Self Enquiry,2,6.493753839851686,Salaried,male,2,3,Basic,3,8,1,1,Executive,12.508178936947434,0,Single,No Car,0_child,50s,0,16,32.52126523606333,0,36,0.46198240247254563,9.62167610534418,15.134896513706398,1,2.1972245773362196,3.1972245773362196,12,1.0
144,27,Self Enquiry,2,6.042632833682381,Salaried,female,2,3,Basic,3,4,1,2,Executive,12.461822777073024,1,Divorced,Has Car,0_child,20s,0,16,24.92364555414605,0,18,0.992944659247747,9.129540496024193,15.078805560258361,0,1.6094379124341003,2.6094379124341005,12,1.0
145,50,Self Enquiry,2,6.803505257608338,Salaried,female,2,3,Standard,3,8,1,1,Senior Manager,12.522272930454022,1,Single,No Car,0_child,50s,0,16,25.044545860908045,0,12,0.4409491705242838,9.632517638810786,17.906850290549254,1,2.1972245773362196,3.1972245773362196,20,1.0
146,36,Company Invited,3,6.734591659972948,Small Business,female,2,3,Deluxe,3,4,1,1,AVP,12.973888890801966,0,Single,No Car,0_child,30s,0,16,12.973888890801966,0,12,0.4454613065600551,12.973888890801966,16.34710000241048,0,1.6094379124341003,2.6094379124341005,6,0.8
147,50,Company Invited,3,6.660575149839686,Salaried,male,2,3,Standard,3,2,1,2,Senior Manager,12.831599226892422,0,Single,No Car,0_child,50s,0,16,16.68107899496015,0,12,0.900823106867042,12.831599226892422,18.349186894456167,0,1.0986122886681098,2.09861228866811,19,1.0
149,24,Company Invited,3,6.803505257608338,Salaried,female,3,4,Standard,3,2,0,2,Senior Manager,12.776122381444845,0,Married,Has Car,0_child,20s,0,12,12.776122381444845,0,4,1.1758644547314234,11.109671636038994,18.26985500546613,0,1.0986122886681098,2.09861228866811,19,1.0
150,53,Self Enquiry,1,6.734591659972948,Salaried,male,3,4,Deluxe,3,3,0,2,AVP,13.016371551400944,0,Single,Has Car,0_child,50s,0,12,50.76384905046368,0,8,1.1878968174934803,8.264362889778376,20.045212189157454,0,1.3862943611198906,2.386294361119891,17,0.8
151,38,Self Enquiry,2,6.398594934535208,Salaried,female,3,4,Standard,3,1,0,2,Senior Manager,12.895402549551832,0,Divorced,Has Car,0_child,30s,0,12,25.790805099103665,0,4,1.2502744871098983,9.447181354983027,18.440425645859122,0,0.6931471805599453,1.6931471805599454,20,1.0
152,45,Self Enquiry,1,6.175867270105761,Salaried,male,3,4,Standard,3,2,0,2,Senior Manager,12.873904582205109,0,Single,No Car,0_child,40s,0,12,50.20822787059993,0,8,1.2953646265560044,8.582603054803405,18.409683552553307,0,1.0986122886681098,2.09861228866811,1,1.0
153,50,Self Enquiry,1,7.678326356506885,Small Business,male,3,4,Deluxe,3,3,0,1,AVP,13.102162710901052,0,Married,Has Car,0_child,50s,0,12,51.0984345725141,0,4,0.5209468592866281,7.59545664400061,16.508725015735322,0,1.3862943611198906,2.386294361119891,9,0.8
154,38,Self Enquiry,3,6.734591659972948,Small Business,male,3,4,Basic,4,2,0,2,Executive,12.487903885192209,0,Single,No Car,0_child,30s,0,12,16.234275050749872,0,24,1.1878968174934803,12.487903885192209,12.363024846340288,0,1.0986122886681098,3.147918433002165,4,0.8
155,41,Self Enquiry,1,6.175867270105761,Large Business,male,3,4,Deluxe,3,3,0,2,AVP,12.863349095474288,0,Single,Has Car,0_child,40s,0,12,50.167061472349715,0,8,1.2953646265560044,8.167205774904309,21.6104264803968,0,1.3862943611198906,2.386294361119891,31,0.8
156,39,Self Enquiry,1,6.293419278846481,Small Business,male,1,3,Standard,3,3,0,2,Senior Manager,12.928429052674106,0,Single,No Car,0_child,30s,0,3,50.42087330542902,0,16,0.9533768106261845,8.618952701782737,15.126261991628706,0,1.3862943611198906,2.386294361119891,8,1.0
157,30,Self Enquiry,1,6.175867270105761,Salaried,male,1,3,Basic,3,4,0,2,Executive,12.456932526075464,0,Divorced,Has Car,0_child,30s,0,3,48.58203685169431,0,24,0.9715234699170033,7.909163508619342,15.072888356551315,0,1.6094379124341003,2.6094379124341005,13,1.0
158,27,Company Invited,1,6.175867270105761,Small Business,male,1,3,Basic,3,1,0,1,Executive,12.485014130094603,0,Single,Has Car,0_child,20s,0,3,48.69155510736895,0,48,0.48576173495850167,7.926993098472763,12.360163988793659,0,0.6931471805599453,1.6931471805599454,11,1.0
159,31,Self Enquiry,2,6.175867270105761,Small Business,male,1,3,Basic,3,7,0,2,Executive,12.436592921783344,1,Single,No Car,0_child,30s,0,3,32.335141596636696,0,48,0.9715234699170033,9.566609939833342,12.312226992565511,1,2.0794415416798357,3.0794415416798357,5,1.0
160,46,Self Enquiry,1,6.493753839851686,Small Business,male,1,3,King,3,6,0,2,VP,13.055071201771138,0,Divorced,No Car,0_child,40s,0,3,50.914777686907435,0,8,0.9239648049450913,8.703380801180758,17.62434612239104,1,1.9459101490553132,2.9459101490553135,32,0.6
161,40,Company Invited,1,6.042632833682381,Salaried,female,1,3,Deluxe,3,2,0,2,AVP,13.07517952242923,0,Married,No Car,0_child,40s,0,3,39.22553856728769,0,8,0.992944659247747,7.924351225714685,20.135776464541014,0,1.0986122886681098,2.09861228866811,17,0.8
162,52,Company Invited,1,6.8679744089702925,Small Business,male,1,3,Basic,3,16,0,2,Executive,12.531794445584708,0,Single,No Car,0_child,50s,0,3,48.873998337780364,0,48,0.8736200286598874,8.354529630389806,12.406476501128862,2,2.833213344056216,3.833213344056216,11,1.0
163,30,Self Enquiry,1,6.042632833682381,Large Business,female,2,4,Basic,3,2,0,2,Executive,12.410404358554633,0,Single,No Car,0_child,30s,0,8,37.2312130756639,0,36,1.3239262123303295,8.273602905703088,16.381733753292117,0,1.0986122886681098,2.09861228866811,2,1.0
164,43,Self Enquiry,1,6.293419278846481,Small Business,female,2,4,Basic,3,1,0,2,Executive,12.537517982722978,0,Divorced,Has Car,0_child,40s,0,8,37.61255394816894,0,18,1.2711690808349125,7.96032887791935,12.41214280289575,0,0.6931471805599453,1.6931471805599454,11,1.0
165,27,Company Invited,2,6.803505257608338,Large Business,male,2,4,Basic,3,6,1,2,Executive,12.59830390460137,1,Single,No Car,0_child,20s,0,18,32.75559015196356,0,36,1.1758644547314234,9.691003003539514,16.629761154073808,1,1.9459101490553132,2.9459101490553135,0,1.0
166,36,Self Enquiry,2,6.175867270105761,Salaried,male,2,4,Basic,3,2,0,2,Executive,12.487451142127478,0,Single,Has Car,0_child,30s,0,8,32.467372969531446,0,36,1.2953646265560044,9.148315855038444,15.109815881974251,0,1.0986122886681098,2.09861228866811,12,1.0
167,40,Company Invited,1,6.734591659972948,Small Business,female,1,1,Standard,3,1,0,1,Senior Manager,12.97263523705012,0,Married,Has Car,0_child,40s,0,1,38.91790571115036,0,8,0.14848710218668504,7.520368253362388,15.177983227348642,0,0.6931471805599453,1.6931471805599454,8,1.0
168,33,Company Invited,2,6.985641817639208,Small Business,male,1,3,Deluxe,3,1,0,1,AVP,12.744278000055882,1,Single,No Car,0_child,30s,0,3,33.1351228001453,0,16,0.42945230779293625,9.803290769273755,16.05779028007041,0,0.6931471805599453,1.6931471805599454,10,0.8
169,31,Company Invited,2,6.8679744089702925,Large Business,female,1,3,Basic,3,1,0,2,Executive,12.468440756144114,1,Single,No Car,0_child,30s,0,3,24.936881512288227,0,48,0.8736200286598874,9.59110827395701,16.45834179811023,0,0.6931471805599453,1.6931471805599454,0,1.0
170,31,Company Invited,2,6.734591659972948,Salaried,female,1,3,Deluxe,3,2,0,1,Manager,12.714277838965574,0,Single,No Car,0_child,30s,0,3,25.428555677931147,0,16,0.4454613065600551,9.78021372228121,16.782846747434558,0,1.0986122886681098,2.09861228866811,15,0.8
171,28,Company Invited,1,6.734591659972948,Salaried,male,1,0,Deluxe,3,12,0,2,Manager,12.611541086966117,0,Single,Has Car,0_child,20s,0,0,49.18501023916786,0,16,0.0,8.0073276742642,16.647234234795274,2,2.5649493574615367,3.5649493574615367,16,0.8
172,26,Self Enquiry,2,6.985641817639208,Small Business,male,1,1,Basic,3,5,0,2,Executive,12.455472464337763,1,Divorced,No Car,0_child,20s,0,1,32.38422840727819,0,24,0.28630153852862417,9.581132664875202,12.330917739694387,1,1.791759469228055,2.791759469228055,5,1.0
174,55,Self Enquiry,1,7.273092595999522,Small Business,male,2,3,Deluxe,3,7,0,2,AVP,12.96693922038242,0,Married,Has Car,0_child,50s,0,6,50.571062959491435,0,6,0.82495856072288,7.517066214714446,16.33834341768185,1,2.0794415416798357,3.0794415416798357,9,0.8
175,58,Self Enquiry,1,6.8679744089702925,Salaried,male,1,1,Deluxe,3,6,0,1,AVP,13.04117718286548,0,Married,Has Car,0_child,50s,0,1,50.86059101317537,0,8,0.14560333810998122,7.560102714704626,20.083412861612842,1,1.9459101490553132,2.9459101490553135,17,0.8
176,31,Company Invited,3,6.8679744089702925,Small Business,male,1,3,Basic,3,2,0,1,Executive,12.412297885905652,0,Divorced,Has Car,0_child,30s,0,3,16.13598725167735,0,24,0.4368100143299437,11.821236081814906,12.288174907046598,0,1.0986122886681098,2.09861228866811,4,1.0
177,32,Company Invited,2,6.803505257608338,Small Business,male,1,3,Basic,3,3,0,2,Executive,12.455063264745933,1,Single,No Car,0_child,30s,0,3,32.383164488339425,0,48,0.8818983410485676,9.58081789595841,12.330512632098474,0,1.3862943611198906,2.386294361119891,5,1.0
178,60,Self Enquiry,1,6.493753839851686,Small Business,male,1,1,Deluxe,4,6,1,1,AVP,12.899222326086994,0,Married,Has Car,0_child,60s,0,11,50.30696707173928,0,8,0.1539941341575152,7.477810044108402,16.25302013086961,1,1.9459101490553132,4.41886522358297,9,1.0
