id,Age_int,TypeofContact_int,CityTier,Duration_int,Occupation_int,Gender_int,NumberOfPersonVisiting,NumberOfFollowups_normalized,ProductPitched_int,PreferredPropertyStar,NumberOfTrips_int,Passport,PitchSatisfactionScore,Designation_int,MonthlyIncome_int,customer_info_kekkon_int,customer_info_car_int,customer_info_child_int,ProdTaken
300,35,1,2,1320,0,0,3.0,4.0,1,3.0,3,0,2,2,397965.0,0,0,2,1
301,35,1,3,480,1,0,3.0,4.0,1,3.0,2,0,1,2,300000.0,1,0,2,0
302,35,1,2,840,1,1,3.0,4.0,1,4.0,3,0,2,2,355635.0,0,0,2,0
303,29,1,3,600,0,1,3.0,4.0,0,3.0,3,1,2,0,311505.0,1,0,2,1
304,40,0,2,1740,1,0,3.0,4.0,1,4.0,7,1,2,2,388080.0,0,0,2,1
305,42,0,1,900,0,0,2.0,3.0,0,3.0,5,0,2,0,259020.0,0,0,0,0
306,39,0,2,780,0,0,2.0,3.0,1,3.0,3,0,2,2,442155.0,0,0,0,0
307,28,0,1,960,0,0,2.0,3.0,0,3.0,7,0,2,0,265350.0,0,0,0,1
308,24,1,2,960,1,0,2.0,3.0,0,3.0,2,0,2,0,263880.0,0,0,0,0
309,51,0,1,840,2,0,3.0,4.0,3,4.0,6,0,2,4,530000.0,2,1,2,0
310,35,0,1,960,1,1,3.0,4.0,0,3.0,2,0,1,0,315600.0,0,0,2,0
311,53,0,1,1680,0,0,3.0,4.0,2,3.0,6,0,2,1,334470.0,1,0,2,0
312,25,0,1,840,0,0,3.0,4.0,0,3.0,3,0,2,0,300000.0,0,1,2,0
313,39,1,1,480,1,1,3.0,4.0,1,4.0,3,0,1,2,405705.0,0,1,2,0
314,30,0,1,1320,0,0,3.0,4.0,2,3.0,7,0,2,1,309000.0,1,0,2,0
315,39,1,1,540,0,0,3.0,4.0,2,3.0,3,0,2,1,317640.0,1,0,2,0
316,55,0,1,360,0,0,3.0,4.0,1,3.0,2,0,2,2,365370.0,1,0,2,0
317,37,1,1,840,1,0,3.0,4.0,0,3.0,3,0,2,0,260000.0,1,0,2,0
319,34,0,1,420,0,0,3.0,4.0,0,3.0,3,0,2,0,300000.0,2,0,2,0
320,36,0,1,900,1,0,3.0,4.0,0,3.0,7,0,2,0,300000.0,0,0,2,0
321,40,0,1,720,0,0,3.0,4.0,0,4.0,3,0,2,0,273990.0,0,0,2,0
323,37,0,1,600,1,0,3.0,4.0,0,3.0,7,0,2,0,311820.0,1,1,2,0
324,31,0,1,540,1,0,3.0,4.0,0,3.0,3,0,2,0,339645.0,0,0,2,1
326,35,0,2,1920,1,0,3.0,4.0,2,3.0,3,0,2,1,337710.0,0,0,2,0
327,38,0,2,720,1,0,3.0,4.0,2,3.0,5,0,2,1,326805.0,0,0,2,0
328,41,0,2,960,0,0,3.0,4.0,2,3.0,2,0,1,1,413760.0,1,1,2,0
329,27,0,2,420,0,0,3.0,5.0,2,3.0,3,0,2,1,403365.0,0,0,2,0
330,30,0,2,480,0,0,3.0,4.0,2,3.0,3,0,2,2,317565.0,1,0,2,0
331,53,0,2,900,1,1,3.0,4.0,1,3.0,4,0,2,2,391065.0,2,1,2,0
332,26,0,3,1680,0,0,3.0,4.0,2,3.0,2,0,1,1,347580.0,1,1,2,0
333,4,1,2,960,1,0,3.0,4.0,2,3.0,7,0,1,1,342060.0,0,0,2,0
334,36,0,2,540,1,0,4.0,4.0,1,3.0,3,0,2,2,396195.0,1,1,3,0
335,3,0,1,480,0,1,3.0,4.0,0,3.0,2,1,2,0,357570.0,1,0,2,0
336,23,0,1,840,0,0,3.0,4.0,0,3.0,7,1,2,0,306435.0,0,1,2,0
337,35,0,2,540,1,1,3.0,6.0,0,3.0,3,1,1,0,263625.0,2,0,0,0
338,32,0,2,600,2,0,3.0,4.0,0,3.0,3,1,1,0,416040.0,2,0,2,1
339,48,0,2,600,0,0,3.0,4.0,2,3.0,3,1,1,1,395340.0,2,0,2,0
340,60,1,2,840,0,0,3.0,4.0,1,3.0,5,1,2,2,400000.0,0,1,2,1
341,32,0,1,1380,1,1,3.0,4.0,2,3.0,3,0,1,1,300000.0,1,0,2,0
342,36,0,1,600,1,1,3.0,4.0,0,3.0,5,0,1,0,320820.0,2,0,2,0
343,35,0,1,420,0,0,3.0,4.0,0,3.0,5,0,2,0,336105.0,2,0,2,0
344,39,1,2,1980,1,0,3.0,4.0,2,3.0,5,0,1,1,502845.0,1,0,2,0
345,22,0,2,600,0,0,3.0,4.0,0,3.0,2,0,2,0,299565.0,0,0,2,1
346,38,0,2,840,0,0,3.0,4.0,2,3.0,3,0,2,1,358320.0,1,1,2,0
347,37,0,2,840,0,0,3.0,4.0,1,3.0,2,0,1,2,400000.0,0,1,2,0
348,3,0,2,420,1,0,2.0,3.0,0,3.0,1,0,3,0,267720.0,1,0,0,0
349,56,0,3,600,0,1,2.0,5.0,1,3.0,3,0,1,2,402315.0,1,1,1,0
350,8,0,1,600,2,1,2.0,4.0,3,4.0,1,0,3,3,510480.0,2,1,-1,0
351,25,1,2,540,2,1,3.0,5.0,0,3.0,2,0,2,0,304380.0,0,1,2,0
352,55,0,2,1740,0,1,3.0,5.0,2,3.0,3,0,2,1,350355.0,2,0,2,0
353,39,0,1,1920,1,0,4.0,4.0,0,3.0,3,0,2,0,449325.0,2,0,3,0
354,36,0,3,840,0,0,3.0,4.0,1,3.0,3,0,1,4,561525.0,1,0,2,0
355,28,0,2,480,0,0,3.0,4.0,1,3.0,3,0,3,4,495570.0,0,1,-1,0
356,52,1,2,420,0,0,3.0,5.0,3,3.0,2,1,1,2,424770.0,2,1,2,0
358,52,0,2,960,1,0,2.0,3.0,2,3.0,1,0,2,1,315090.0,1,1,1,0
359,26,1,2,1020,1,1,2.0,3.0,0,3.0,2,0,2,0,262950.0,0,1,1,1
361,30,0,3,780,1,1,2.0,3.0,1,3.0,2,0,1,2,358575.0,1,1,1,0
362,32,1,2,900,0,0,2.0,3.0,2,3.0,1,0,2,1,297360.0,1,1,1,0
363,34,0,3,840,1,0,2.0,3.0,2,3.0,3,0,2,1,340000.0,0,0,1,0
364,42,1,2,900,1,0,2.0,3.0,2,3.0,2,0,2,1,360195.0,2,0,1,0
365,28,0,2,480,1,0,2.0,3.0,0,3.0,2,0,1,0,259110.0,1,1,1,0
367,35,0,2,1440,1,0,2.0,3.0,2,3.0,2,0,2,1,296820.0,0,0,1,0
369,34,1,2,1680,0,0,2.0,3.0,2,3.0,3,0,2,1,311640.0,2,0,1,0
370,44,0,1,660,1,0,3.0,5.0,0,4.0,7,0,2,0,420000.0,0,0,2,0
371,36,1,1,1020,1,1,3.0,5.0,0,3.0,3,0,2,0,305640.0,1,1,2,0
372,51,1,1,480,0,1,3.0,3.0,3,3.0,1,0,1,3,280000.0,2,1,0,0
373,51,1,2,840,2,1,3.0,3.0,1,3.0,5,0,2,2,393915.0,2,0,0,0
374,47,0,1,480,0,1,3.0,3.0,3,3.0,4,0,2,3,498870.0,2,1,-1,0
375,32,0,1,600,1,0,3.0,3.0,0,3.0,1,0,2,0,253725.0,0,0,0,1
376,33,0,1,1020,1,1,3.0,3.0,0,3.0,2,0,1,0,255615.0,0,1,0,0
377,22,1,2,840,1,0,3.0,3.0,0,3.0,2,0,2,0,256905.0,0,0,0,1
378,28,0,2,600,0,1,3.0,3.0,0,3.0,3,0,1,0,306360.0,2,1,0,0
380,45,1,1,420,1,1,3.0,3.0,0,3.0,5,0,2,0,259635.0,1,0,0,0
381,32,0,1,900,2,1,3.0,3.0,0,3.0,5,0,1,0,264540.0,2,0,0,0
382,53,0,2,960,0,0,3.0,4.0,0,3.0,5,1,2,0,270000.0,0,1,0,1
383,5,0,2,840,0,0,2.0,3.0,0,3.0,1,1,4,0,249570.0,0,1,0,1
384,33,0,1,480,0,0,3.0,5.0,1,3.0,5,1,1,2,460000.0,1,0,2,0
385,44,0,2,480,0,1,3.0,5.0,2,3.0,7,0,2,1,300000.0,2,0,2,0
386,33,0,2,1860,1,0,3.0,5.0,2,3.0,3,0,2,1,300000.0,0,0,2,0
387,45,0,2,540,2,0,3.0,5.0,2,3.0,5,0,1,1,421080.0,1,0,2,0
388,3,0,2,660,1,0,3.0,5.0,2,3.0,3,0,2,1,300000.0,1,1,2,0
389,44,0,2,540,0,1,2.0,3.0,1,3.0,4,1,2,2,440000.0,1,1,1,0
390,41,0,2,660,1,1,3.0,5.0,2,3.0,3,0,1,1,321825.0,2,1,2,0
391,59,1,1,540,0,1,2.0,3.0,0,3.0,2,0,2,1,270000.0,0,0,1,0
392,33,1,1,960,0,1,2.0,3.0,0,3.0,2,0,1,0,251910.0,2,1,1,0
393,31,1,1,540,0,0,2.0,3.0,0,3.0,7,0,2,0,263820.0,1,1,1,0
394,37,0,1,480,0,1,2.0,3.0,2,3.0,5,0,1,1,264855.0,0,0,1,0
396,41,0,1,540,1,1,2.0,3.0,2,3.0,4,0,2,1,344310.0,0,0,1,0
397,56,1,1,960,1,1,2.0,3.0,3,4.0,1,0,1,3,430815.0,0,1,1,0
398,49,0,1,1380,1,1,2.0,3.0,1,3.0,1,0,2,2,523905.0,1,1,1,0
399,37,1,2,480,1,1,2.0,3.0,0,3.0,2,0,4,0,262890.0,0,0,0,1
400,34,0,1,1500,1,0,2.0,1.0,0,3.0,3,0,4,0,297810.0,1,1,0,0
401,25,1,1,900,1,0,2.0,3.0,0,3.0,2,0,4,0,252270.0,1,1,0,1
403,33,1,2,540,1,0,2.0,3.0,0,3.0,1,0,3,0,250000.0,1,0,0,0
404,45,1,2,960,1,0,2.0,3.0,0,3.0,1,0,4,0,262275.0,2,0,0,0
405,50,0,1,2100,1,0,2.0,3.0,1,3.0,6,0,5,4,470160.0,1,1,0,0
407,32,0,1,480,0,0,2.0,1.0,0,3.0,2,0,4,0,258990.0,1,0,0,0
408,3,0,2,900,0,1,2.0,3.0,2,3.0,2,0,4,1,339180.0,2,1,0,0
410,39,0,1,480,0,0,2.0,1.0,3,4.0,3,0,5,3,479325.0,1,0,0,0
411,23,0,1,780,1,1,3.0,5.0,0,3.0,6,0,1,0,315705.0,0,1,2,0
413,25,1,2,720,1,1,3.0,5.0,2,3.0,3,0,2,1,420000.0,0,0,2,0
414,37,1,2,480,1,1,2.0,3.0,2,3.0,4,0,4,1,312855.0,1,0,1,0
418,33,0,2,1020,2,0,2.0,3.0,2,3.0,3,0,4,1,258300.0,0,1,1,0
420,48,1,3,420,2,0,2.0,3.0,1,3.0,2,0,3,2,311190.0,0,1,1,0
421,8,0,2,1620,1,1,2.0,3.0,2,3.0,1,0,4,1,326130.0,1,0,1,0
422,41,1,2,1260,1,0,2.0,3.0,2,3.0,2,0,3,1,325890.0,0,1,1,0
423,40,0,2,960,1,1,2.0,3.0,2,3.0,1,0,3,1,308400.0,1,1,1,0
424,35,0,3,960,0,0,2.0,3.0,2,3.0,3,0,4,1,346485.0,1,1,1,0
425,33,1,2,480,0,1,2.0,3.0,2,3.0,2,0,4,1,254760.0,0,1,1,0
426,28,1,2,780,0,0,2.0,3.0,2,3.0,3,0,3,1,292860.0,1,1,1,0
427,45,0,2,720,0,1,2.0,3.0,2,3.0,1,0,4,1,332295.0,1,0,1,0
428,32,1,2,1680,0,0,2.0,3.0,2,3.0,3,0,4,1,344010.0,1,1,1,0
429,31,1,2,900,0,0,2.0,3.0,1,3.0,2,0,4,2,328215.0,1,1,1,0
431,48,1,2,780,1,0,2.0,4.0,1,3.0,2,1,3,2,400000.0,1,1,1,0
432,46,0,2,720,1,1,2.0,3.0,0,3.0,5,1,3,0,346545.0,2,0,1,1
433,31,1,2,660,1,0,2.0,3.0,0,3.0,2,1,3,0,269355.0,1,0,1,1
434,55,1,2,600,1,0,2.0,3.0,3,4.0,6,1,4,3,426510.0,1,1,1,0
435,31,0,2,660,1,1,3.0,5.0,0,3.0,1,0,1,0,264465.0,1,1,2,0
436,35,1,1,1440,0,0,2.0,6.0,0,3.0,3,0,2,0,349950.0,0,1,1,1
437,25,0,2,1320,0,1,2.0,3.0,2,3.0,5,1,4,1,332220.0,1,1,1,0
438,30,0,1,660,1,0,3.0,5.0,0,3.0,3,0,2,0,315510.0,1,0,2,0
439,25,0,1,1020,1,0,3.0,5.0,0,3.0,3,0,2,0,318675.0,1,0,2,0
440,46,0,2,1020,0,1,3.0,5.0,3,3.0,5,0,3,1,442125.0,1,1,-1,0
442,35,0,1,600,2,1,2.0,3.0,0,3.0,3,0,3,0,332985.0,1,0,1,0
443,22,0,1,840,2,0,2.0,3.0,0,4.0,2,0,4,0,263940.0,1,0,1,0
444,26,1,1,960,1,0,2.0,3.0,0,3.0,2,0,3,0,251370.0,1,0,1,0
448,49,0,1,540,0,1,2.0,3.0,1,3.0,1,0,4,2,364860.0,1,1,1,0
451,35,0,1,960,0,0,2.0,3.0,2,3.0,2,0,4,1,261030.0,1,1,1,0
452,42,0,1,1740,0,0,2.0,3.0,2,3.0,3,0,4,1,317820.0,1,0,1,0
453,45,1,2,540,0,0,2.0,4.0,0,3.0,4,0,3,0,508050.0,0,0,0,1
454,55,0,2,900,0,0,2.0,3.0,1,3.0,4,0,3,4,500505.0,0,1,0,0
455,56,0,1,420,0,0,2.0,3.0,1,3.0,6,0,4,4,509760.0,0,1,0,0
456,36,0,1,780,1,1,3.0,6.0,0,3.0,3,0,2,0,319785.0,1,0,2,0
457,45,1,1,900,1,0,2.0,3.0,1,3.0,5,0,2,2,503670.0,2,1,-1,0
459,52,0,1,960,0,0,2.0,3.0,1,3.0,6,1,5,4,503745.0,1,0,0,0
460,54,0,2,540,2,1,3.0,4.0,1,3.0,5,0,1,3,440685.0,2,1,2,0
461,34,0,2,840,0,1,3.0,4.0,0,3.0,3,0,1,0,316215.0,2,0,2,0
462,38,1,2,960,1,1,2.0,4.0,2,3.0,3,0,1,1,300000.0,2,1,1,0
463,34,1,2,480,1,1,2.0,4.0,0,3.0,3,0,2,0,319125.0,1,0,1,0
464,41,0,2,600,1,0,3.0,4.0,0,3.0,2,0,2,0,325980.0,0,1,2,0
465,24,1,2,900,1,0,2.0,4.0,0,3.0,2,0,2,0,312570.0,0,0,1,0
466,32,0,2,540,1,1,2.0,4.0,2,3.0,3,0,1,1,320000.0,0,0,1,0
467,47,0,2,480,0,0,3.0,4.0,1,3.0,5,0,1,2,417495.0,2,0,2,1
468,32,1,3,480,0,0,2.0,4.0,2,3.0,3,0,2,1,341280.0,0,0,1,0
469,33,0,2,780,1,0,3.0,4.0,1,3.0,2,0,2,2,354930.0,0,1,2,1
470,32,1,3,900,1,0,3.0,5.0,0,3.0,1,0,1,0,260805.0,0,0,2,1
471,32,1,3,1560,1,0,2.0,4.0,2,3.0,3,0,2,1,321270.0,0,0,1,0
472,37,1,2,1020,1,1,2.0,4.0,1,3.0,2,0,1,2,395160.0,2,1,1,0
473,30,0,3,1080,1,1,3.0,4.0,2,3.0,7,0,2,1,309990.0,0,1,2,0
474,45,0,2,600,1,0,2.0,4.0,2,3.0,3,0,2,1,325785.0,0,0,1,0
475,44,0,1,600,2,0,4.0,5.0,1,3.0,3,0,1,4,464160.0,0,1,-1,0
476,42,0,2,600,1,0,2.0,4.0,2,3.0,3,0,1,1,300000.0,2,0,1,0
478,25,0,2,840,0,0,2.0,4.0,0,3.0,5,1,2,0,273030.0,2,1,1,1
479,55,1,2,420,1,0,3.0,4.0,1,3.0,2,1,2,2,402840.0,1,0,2,1
480,48,1,2,960,1,1,2.0,4.0,0,3.0,2,1,1,0,300000.0,0,1,1,0
481,54,0,1,780,1,1,3.0,4.0,3,3.0,2,0,1,3,449175.0,0,1,2,0
483,28,1,1,480,0,0,3.0,4.0,2,3.0,3,0,1,1,332310.0,2,0,2,0
484,44,1,1,1920,0,0,2.0,5.0,2,3.0,3,0,1,1,357195.0,0,0,1,0
485,37,0,3,900,1,0,2.0,5.0,1,3.0,6,0,4,4,519240.0,1,1,1,1
486,28,0,2,480,2,0,3.0,4.0,3,3.0,2,0,3,3,337065.0,0,1,2,0
487,26,0,3,540,2,0,3.0,4.0,0,3.0,2,0,3,0,297315.0,2,1,2,0
488,33,0,2,1920,1,0,3.0,4.0,1,3.0,5,0,4,2,357720.0,1,1,2,0
489,29,0,2,420,1,0,3.0,4.0,1,3.0,5,0,3,2,429165.0,1,1,2,0
490,51,0,1,660,1,1,2.0,4.0,3,4.0,5,0,3,3,558465.0,1,1,0,0
491,28,0,2,840,0,1,3.0,4.0,2,3.0,3,0,3,1,330000.0,1,0,2,0
492,31,1,3,1800,0,0,3.0,4.0,2,3.0,3,0,4,1,333150.0,1,1,2,0
493,45,0,2,1980,0,0,3.0,4.0,2,3.0,5,0,3,1,357060.0,2,0,2,0
494,50,0,1,960,0,0,2.0,4.0,3,3.0,2,0,3,3,525060.0,1,1,0,0
496,41,0,2,480,0,0,3.0,4.0,1,3.0,3,0,1,2,434460.0,0,1,2,1
497,38,1,2,1920,1,1,3.0,4.0,2,4.0,3,0,2,1,347820.0,0,1,2,0
498,34,1,2,1320,1,1,2.0,4.0,2,3.0,5,0,2,1,334605.0,1,1,1,0
499,45,1,3,1320,0,0,2.0,4.0,2,3.0,3,0,2,1,367320.0,0,0,1,0
500,35,0,2,960,1,0,3.0,4.0,1,4.0,5,0,2,2,349230.0,0,0,2,0
501,39,1,2,840,1,0,2.0,5.0,0,3.0,2,0,2,0,336195.0,1,1,1,0
502,42,1,2,720,1,0,2.0,4.0,3,3.0,2,0,2,2,406920.0,2,1,1,0
503,23,0,2,420,1,0,3.0,4.0,1,3.0,3,0,2,2,315540.0,2,0,2,0
504,35,0,2,1260,1,1,2.0,4.0,2,3.0,2,0,2,1,331560.0,2,1,1,0
505,55,0,2,900,0,1,3.0,4.0,2,4.0,7,0,2,1,356880.0,2,1,2,0
506,24,0,3,1380,1,1,2.0,4.0,2,3.0,3,0,1,1,357285.0,2,1,1,0
507,45,1,2,300,1,0,3.0,4.0,1,3.0,7,0,2,2,500000.0,1,0,2,0
508,55,0,2,720,2,1,3.0,4.0,3,3.0,5,0,2,3,500000.0,2,1,2,0
509,41,0,2,540,0,1,2.0,4.0,2,3.0,3,0,2,1,375045.0,0,1,1,0
510,41,0,2,1680,1,0,2.0,4.0,2,3.0,2,0,2,1,366735.0,1,0,1,0
511,40,0,2,900,0,0,3.0,4.0,2,3.0,7,0,2,1,378840.0,0,0,2,0
512,36,0,2,480,1,0,3.0,4.0,3,3.0,2,0,1,0,268755.0,2,1,2,1
513,46,0,2,780,2,1,2.0,4.0,2,3.0,4,0,2,1,292890.0,0,1,1,0
514,52,1,2,1020,1,0,3.0,4.0,1,3.0,2,0,2,2,406845.0,2,0,2,0
515,45,0,2,1800,1,1,2.0,4.0,2,4.0,2,0,2,1,452985.0,0,1,1,0
516,31,0,2,780,1,1,2.0,4.0,2,3.0,2,0,2,1,349455.0,0,0,1,0
517,42,0,2,720,1,0,3.0,4.0,2,4.0,7,0,2,1,328080.0,0,1,2,0
518,35,0,3,900,1,0,2.0,4.0,0,3.0,3,0,2,0,316515.0,2,0,1,0
519,31,0,2,420,1,0,3.0,4.0,1,3.0,1,0,1,2,493260.0,0,1,2,0
520,45,0,2,540,1,0,3.0,4.0,1,4.0,7,0,1,2,500000.0,0,0,2,0
521,53,1,2,480,0,0,2.0,4.0,3,3.0,2,0,1,4,400815.0,1,1,1,0
522,31,1,2,2040,1,1,3.0,4.0,2,3.0,7,0,2,1,342330.0,2,0,2,0
523,36,1,2,1740,1,0,2.0,4.0,2,3.0,2,0,2,1,307830.0,2,1,1,0
524,50,1,3,540,2,0,3.0,4.0,1,4.0,2,0,1,2,528570.0,0,0,2,0
525,37,0,2,1620,0,1,2.0,4.0,2,3.0,3,0,2,1,405150.0,2,1,1,0
526,44,0,3,660,0,0,2.0,4.0,1,3.0,7,0,1,2,388185.0,0,0,1,0
527,35,0,3,900,0,0,3.0,4.0,2,3.0,3,0,2,1,350445.0,0,0,2,0
528,43,1,2,720,0,0,2.0,4.0,1,3.0,2,0,2,2,425655.0,2,0,1,0
529,57,0,2,1200,1,1,2.0,4.0,2,3.0,4,0,1,1,448500.0,2,1,1,0
530,41,0,2,1020,1,1,2.0,4.0,2,3.0,2,0,1,1,352350.0,1,1,1,0
531,45,0,2,720,0,1,2.0,4.0,2,3.0,5,0,2,1,367905.0,2,0,1,0
532,52,1,2,780,0,1,2.0,4.0,1,3.0,5,0,2,2,433290.0,0,1,1,0
533,45,0,3,540,1,1,2.0,4.0,2,3.0,2,0,2,1,377835.0,0,0,1,0
534,40,0,3,240,0,1,3.0,4.0,1,3.0,5,0,1,2,360450.0,0,0,2,0
535,28,0,2,360,1,0,3.0,4.0,1,3.0,2,0,1,2,345870.0,0,0,2,0
536,39,1,2,480,0,0,2.0,4.0,1,3.0,2,0,2,2,388290.0,0,1,1,0
537,48,1,2,720,0,0,2.0,4.0,2,3.0,2,0,2,1,298740.0,0,0,1,0
538,50,0,2,480,2,1,2.0,4.0,1,3.0,7,0,2,2,366540.0,0,0,1,0
539,53,0,2,540,1,0,3.0,4.0,1,4.0,3,0,1,2,458310.0,1,1,2,0
540,35,1,2,660,0,1,2.0,4.0,3,3.0,3,0,1,3,409185.0,2,1,1,0
541,44,1,2,480,1,0,3.0,4.0,1,3.0,5,0,1,2,376665.0,1,1,2,0
542,41,1,2,900,1,0,2.0,4.0,2,3.0,3,0,2,1,376215.0,1,0,1,0
543,55,1,2,900,2,1,2.0,4.0,1,3.0,1,0,2,2,458250.0,2,1,1,0
544,50,0,2,420,1,0,3.0,4.0,0,3.0,5,0,1,0,351690.0,0,1,2,0
545,35,0,1,600,2,1,3.0,4.0,0,3.0,7,0,3,0,312300.0,1,1,2,0
546,45,0,1,960,1,1,3.0,4.0,1,3.0,2,0,3,2,400000.0,0,1,2,0
547,44,0,2,540,0,1,3.0,4.0,3,3.0,5,1,1,3,575355.0,2,1,2,0
548,26,0,2,960,1,1,3.0,4.0,2,3.0,3,0,5,1,395910.0,1,1,2,0
549,32,0,2,540,2,1,3.0,4.0,0,3.0,2,0,4,0,337545.0,1,0,2,0
550,40,1,1,720,1,0,3.0,4.0,0,3.0,3,0,4,0,314160.0,0,1,2,0
551,35,1,1,600,0,0,3.0,5.0,0,3.0,2,0,4,0,326985.0,0,0,2,0
552,31,0,1,480,1,1,3.0,4.0,0,3.0,7,1,3,0,300000.0,2,1,2,0
553,35,0,2,900,0,0,3.0,4.0,0,3.0,3,0,4,1,325290.0,1,1,2,0
554,55,1,1,1020,1,0,2.0,4.0,0,4.0,5,0,3,0,374355.0,1,1,0,0
555,38,0,2,420,0,0,3.0,4.0,2,3.0,3,1,2,1,344415.0,0,0,2,1
556,23,1,2,600,2,1,3.0,4.0,0,3.0,3,1,2,0,330000.0,1,0,2,1
557,29,0,2,960,1,1,3.0,3.0,0,3.0,2,0,4,0,264270.0,1,1,0,0
559,50,1,2,420,1,1,3.0,3.0,0,3.0,5,0,3,0,254805.0,1,1,0,0
560,48,0,1,2100,2,0,3.0,3.0,2,4.0,5,0,3,1,423360.0,1,0,-1,0
561,27,1,1,840,1,0,3.0,3.0,0,3.0,2,0,4,0,300000.0,0,1,0,1
562,27,1,1,540,2,0,3.0,4.0,0,4.0,7,0,4,0,306945.0,1,0,0,0
563,37,0,1,780,1,1,2.0,4.0,2,3.0,2,0,2,1,265965.0,2,1,1,0
564,25,0,1,960,1,0,3.0,4.0,2,3.0,3,0,2,1,351075.0,0,0,2,0
565,32,0,1,600,0,0,2.0,4.0,0,3.0,3,0,2,1,319410.0,1,0,1,0
566,47,0,1,1920,1,1,2.0,4.0,2,3.0,3,0,2,1,370000.0,0,0,1,0
567,36,1,1,540,1,0,2.0,5.0,0,3.0,2,0,1,0,413355.0,2,0,1,0
568,42,0,1,480,1,0,2.0,4.0,0,3.0,2,0,1,0,264135.0,2,1,1,0
569,40,1,1,1800,1,0,2.0,4.0,2,3.0,2,0,1,1,360855.0,2,1,1,0
571,41,0,1,1020,1,0,2.0,4.0,0,4.0,7,0,2,0,269925.0,1,1,1,1
572,39,0,1,960,1,0,2.0,5.0,2,3.0,3,0,1,1,300000.0,2,0,1,0
573,27,0,1,720,0,1,2.0,4.0,0,3.0,3,0,2,0,266565.0,2,0,1,1
574,35,1,1,600,0,1,2.0,4.0,0,3.0,2,0,2,2,356655.0,0,0,1,0
575,35,1,1,840,0,0,2.0,4.0,0,3.0,2,0,2,0,269295.0,2,0,1,1
576,39,0,1,900,1,0,2.0,4.0,2,3.0,2,0,2,1,321270.0,0,0,1,0
577,36,1,1,900,0,0,3.0,4.0,0,3.0,1,0,2,0,340000.0,1,0,2,1
578,38,1,1,540,1,1,2.0,5.0,2,3.0,3,0,2,1,360000.0,0,1,1,0
579,32,0,1,1260,2,0,2.0,4.0,0,4.0,7,0,2,0,310410.0,1,1,1,0
580,42,0,1,360,2,1,3.0,4.0,1,4.0,2,0,1,2,400000.0,1,1,2,0
581,40,1,1,540,1,0,2.0,4.0,2,3.0,2,0,2,1,325080.0,1,0,1,0
582,37,0,1,1140,0,0,2.0,4.0,2,3.0,3,0,1,1,355980.0,1,0,1,0
583,42,0,1,480,1,0,2.0,4.0,0,3.0,2,0,2,0,300000.0,1,1,1,0
584,31,1,1,840,1,0,2.0,4.0,1,3.0,3,0,2,2,361200.0,1,1,1,0
585,45,0,1,420,0,1,2.0,4.0,0,3.0,7,0,2,0,356490.0,2,1,1,0
586,42,1,1,720,1,0,2.0,4.0,2,3.0,3,0,1,1,358800.0,0,0,1,0
587,36,1,2,1140,0,1,3.0,3.0,2,3.0,5,0,4,1,252270.0,0,0,0,0
588,34,1,1,720,0,1,2.0,4.0,1,4.0,2,0,1,2,431145.0,0,0,1,0
589,47,0,1,420,0,0,2.0,4.0,2,3.0,7,0,2,1,326910.0,1,1,1,0
590,42,0,1,780,0,1,2.0,4.0,2,3.0,4,0,1,1,397680.0,1,0,1,0
591,65,0,1,660,1,1,2.0,4.0,3,3.0,3,0,1,2,549225.0,1,1,1,0
592,43,0,1,540,1,0,3.0,4.0,0,3.0,5,0,1,0,316035.0,2,0,2,1
593,37,0,3,840,0,1,3.0,3.0,2,3.0,1,0,4,1,260400.0,1,1,0,0
594,38,1,1,660,1,1,2.0,4.0,2,4.0,3,0,2,1,300000.0,0,0,1,0
596,33,1,1,360,0,0,3.0,4.0,0,3.0,1,0,1,0,300000.0,2,0,2,0
597,50,0,1,660,0,1,3.0,4.0,1,3.0,3,1,2,2,489960.0,1,1,2,0
598,26,0,1,420,0,1,3.0,4.0,0,3.0,5,1,2,0,264375.0,2,1,2,1
599,51,1,2,900,1,1,3.0,4.0,1,3.0,7,1,2,2,480630.0,0,0,2,1
600,42,1,3,1620,1,0,2.0,3.0,2,3.0,5,0,1,1,327330.0,2,1,1,0
601,23,1,3,1920,1,0,3.0,4.0,2,4.0,3,0,3,1,319140.0,1,1,2,0
602,29,0,2,1920,1,0,3.0,4.0,2,3.0,3,0,3,1,332250.0,1,1,2,0
603,23,1,2,1140,1,0,3.0,4.0,0,4.0,2,0,3,0,300000.0,0,0,2,1
604,27,0,2,480,1,0,3.0,4.0,2,3.0,3,0,4,1,303585.0,1,0,2,0
605,50,0,3,780,1,1,3.0,4.0,1,4.0,4,0,3,4,519885.0,2,1,2,0
606,7,0,2,420,1,0,3.0,4.0,0,3.0,2,0,3,0,307215.0,2,1,2,0
607,23,1,2,900,1,1,3.0,4.0,2,3.0,2,0,4,1,303495.0,0,0,2,0
608,48,0,3,960,1,1,3.0,4.0,0,3.0,3,0,4,0,363705.0,0,1,2,0
609,29,1,2,540,1,0,4.0,4.0,2,3.0,3,0,4,1,360000.0,1,0,3,0
610,32,0,2,660,0,0,3.0,5.0,1,3.0,3,0,2,2,347115.0,1,1,2,0
