id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,customer_info,ProdTaken,Age_int
182,25歳,Self Enquiry,2,16分,Small Business,Male,3.0,5.0,Basic,3.0,3,0,1,Executive,333030.0,"離婚済み、自動車未所有,子供なし",1,25
183,28歳,Company Invited,2,540秒,Small Business,Male,3.0,5.0,Basic,3.0,7,0,2,Executive,310575.0,独身、自動車未所有、子供なし,1,28
184,50代,Self Enquiry,1,18分,Large Business,Ｍａｌｅ,3.0,5.0,Basic,3.0,5,0,2,Executive,306420.0,独身	車保有	子供なし,1,55
185,27際,Self Enquiry,1,9分,Salaried,Male,3.0,5.0,Basic,4.0,2,1,1,Executive,270780.0,離婚済み 自動車所有 子供無し,1,27
186,22歳,Self Enquiry,2,14分,Salaried,Male,2.0,5.0,Basic,3.0,3,0,2,Executive,310245.0,"独身,自動車所有,非育児家庭",1,22
187,49歳,Company Invited,1,540秒,Salaried,Male,1.0,3.0,super deluxe,3.0,6,0,2,AVP,502545.0,独身、自動車未所有、子供無し,0,49
188,24歳,Self Enquiry,2,8分,Small Business,Male,2.0,4.0,Basic,3.0,1,0,3,Executive,261180.0,独身、車所持、子供無し,1,24
189,51歳,Self Enquiry,1,20分,Salaried,Male,2.0,4.0,BASIC,3.0,7,0,3,Executive,月収30.0万円,"離婚済み,自動車所有,子供なし",0,51
190,24歳,Self Enquiry,1,8分,Small Business,Male,2.0,3.0,BASIC,3.0,2,0,4,Executive,263715.0,結婚済み 車あり 子供無し,1,24
191,31歳,Company Invited,2,14分,Small Business,Male,2.0,3.0,Basic,4.0,年に2回,0,4,Executive,261225.0,離婚済み 車未所持 子供無し,1,31
193,３２歳,Self Enquiry,2,10分,Small Business,Female,2.0,3.0,Deluxe,3.0,1,0,4,Manager,262635.0,結婚済み 車所持　子供無し,0,32
194,60歳,Company Invited,1,540秒,Small Business,female,2.0,3.0,King,4.0,1,0,5,VP,456855.0,離婚済み、車所持、子供なし,0,60
195,46歳,Company Invited,2,24分,Small Business,Female,2.0,3.0,Basic,3.0,2,0,3,Executive,258810.0,離婚済み、車未所持、子供なし,0,46
196,39歳,Company Invited,2,9分,Small Business,female,2.0,3.0,Basic,4.0,2,0,4,Executive,268290.0,"独身,乗用車所持,子供なし",0,39
197,48歳,Self Enquiry,1,9分,Large Business,Male,2.0,3.0,King,4.0,年に6回,0,5,VP,474525.0,"離婚済み,自動車所有,子供なし",0,48
198,五十四歳,Self Enquiry,2,14分,Small Business,Male,2.0,3.0,Standard,3.0,5,0,4,Senior Manager,月収44.0万円,離婚済み、車未所持、子供なし,0,54
200,47歳,Self Enquiry,2,11分,Small Business,ｆｅ　ｍａｌｅ,2.0,3.0,Standard,4.0,2,0,3,Senior Manager,月収40.0万円,"未婚,車未所持、子供なし",0,47
201,45歳,Self Enquiry,1,15分,Small Business,Female,2.0,4.0,Basic,3.0,4,0,3,E×ecutive,255885.0,離婚済み、自動車所有、子供なし,0,45
202,28歳,Self Enquiry,1,960秒,Large Business,female,2.0,4.0,Basic,4.0,2,0,3,Executive,260100.0,結婚済み、車未所持、子供無し,0,28
203,40歳,Self Enquiry,1,18分,Large Business,Female,2.0,4.0,basic,3.0,年に5回,0,3,Executive,267270.0,結婚済み、車未所持、子供なし,0,40
204,29際,Company Invited,3,480秒,Small Business,Fe Male,2.0,3.0,standard,3.0,1,0,4,Senior Manager,406605.0,未婚　自動車所有　子供ゼロ,0,29
205,59歳,Company Invited,1,10分,Small Business,Female,2.0,3.0,Standard,3.0,5,0,3,Senior Manager,月収45.0万円,結婚済み、自家用車あり、子供無し,0,59
206,三十四歳,Self Enquiry,1,8分,Large Business,Female,2.0,3.0,STANDARD,3.0,2,0,4,Senior Manager,274290.0,未婚、自動車未所有、子供なし,0,34
207,４７歳,Company Invited,1,780秒,Large Business,Female,2.0,3.0,STANDARD,4.0,2,0,5,Senior Manager,358770.0,結婚済み、自家用車あり、子供なし,0,47
209,37際,Company Invited,2,24分,Small Business,FE MALE,2.0,3.0,Standard,3.0,2,1,4,Senior Manager,426015.0,未婚、車所持、子供なし,0,37
210,30代,Company Invited,1,17分,Large Business,Male,2.0,3.0,Basic,3.0,2,1,5,Executive,267405.0,結婚済み、車保有なし、子供なし,0,35
211,52歳,Self Enquiry,1,15分,Salaried,Male,2.0,3.0,STANDARD,4.0,3,0,3,Senior Manager,412440.0,結婚済み 車所持 子供なし,0,52
212,46歳,Self Enquiry,1,1500秒,Salaried,Female,2.0,3.0,Basic,3.0,1,0,4,Executive,月収27.0万円,離婚済み、車未所持、子供なし,0,46
213,二十四歳,Self Enquiry,2,14分,Salaried,MALE,2.0,3.0,Deluxe,3.0,3,0,4,Mαnage𝙧,259515.0,離婚済み、車所持、子供ゼロ,0,24
214,30代,Self Enquiry,2,780秒,Salaried,Male,2.0,3.0,Standard,3.0,2,0,3,Manager,265800.0,"離婚済み,自家用車あり,子供なし",0,35
215,四十七歳,Self Enquiry,2,1920秒,Salaried,male,2.0,3.0,Deluxe,3.0,年に5回,0,3,Manager,343440.0,離婚済み 車所持 無子,0,47
217,58才,Self Enquiry,1,14分,Salaried,MALE,2.0,3.0,Standard,3.0,5,0,4,Senior Manager,364680.0,結婚済み 車未所持 子供なし,0,58
218,33歳,Self Enquiry,3,840秒,Salaried,male,2.0,3.0,Super De|uxe,3.0,2,0,4,AVP,413730.0,離婚済み/車所持／子供なし,0,33
219,31歳,Company Invited,2,9分,Salaried,Male,2.0,3.0,Basic,3.0,年に3回,0,4,Executive,397935.0,結婚済み、車未所持、子供無し,1,31
220,49歳,Self Enquiry,2,15分,Salaried,male,2.0,4.0,Basic,4.0,2,0,4,Executive,348930.0,"結婚済み,車所持,子供無し",0,49
221,50才,Company Invited,2,9分,Salaried,Male,2.0,3.0,BASIC,3.0,1,0,4,Executive,274260.0,結婚済み 自動車所有 子供無し,0,50
222,20代,Self Enquiry,3,13分,Salaried,FEMALE,2.0,3.0,Basic,3.0,2,1,4,Executive,254850.0,離婚済み	車所持	子供なし,0,25
223,26歳,Company Invited,2,14分,Salaried,FE MALE,2.0,3.0,basic,4.0,1,1,3,Executive,349590.0,未婚 車未所持 子供ゼロ,1,26
224,22歳,Company Invited,2,9分,Salaried,male,2.0,3.0,Basic,3.0,3,1,3,Executive,263400.0,結婚済み、車所持、子供なし,1,22
225,50代,Company Invited,2,10分,Salaried,Male,1.0,4.0,Super Deluxe,3.0,2,0,1,AVP,546660.0,結婚済み、自動車未所有、子供なし,0,55
226,59歳,Company Invited,2,10分,Salaried,Female,1.0,3.0,Super Deluxe,4.0,6,0,2,AVP,月収60.0万円,独身	自家用車あり	無子,0,59
227,39才,Company Invited,1,1020秒,Salaried,Female,1.0,3.0,Super Deluxe,3.0,2,0,2,AVP,539070.0,独身/車未所持/子供なし,0,39
228,40代,Self Enquiry,2,13分,Small Business,Male,2.0,4.0,standard,3.0,7,0,3,Senior Manager,月収36.0万円,結婚済み/車所持/子供なし,0,45
229,20代,Self Enquiry,1,10分,Small Business,Female,3.0,4.0,BASIC,4.0,2,0,5,Executive,月収30.0万円,離婚済み 自家用車あり 子供なし,0,25
230,57歳,Self Enquiry,2,480秒,Small Business,female,1.0,5.0,KING,4.0,年に4回,0,1,VP,538425.0,結婚済み、車所持、子供なし,0,57
231,39歳,Company Invited,2,9分,Salaried,Male,3.0,4.0,Basic,3.0,2,0,3,Manager,271605.0,離婚済み 車未所持　子供ゼロ,0,39
232,38歳,Self Enquiry,3,20分,Small Business,Male,2.0,4.0,Deluxe,3.0,2,0,4,Manager,月収34.0万円,離婚済み、自動車未所有、こども1人,0,38
233,36歳,Self Enquiry,3,15分,Small Business,Female,2.0,4.0,Deluxe,4.0,5,0,3,Manager,月収40.0万円,独身、自動車未所有、1児,0,36
234,24歳,Self Enquiry,3,27分,Salaried,Ｍａｌｅ,2.0,5.0,Deluxe,3.0,年に3回,0,4,Manager,334365.0,未婚　乗用車なし 子供1人,0,24
236,23才,Self Enquiry,2,13分,Small Business,Male,2.0,4.0,Deluxe,3.0,1,1,3,Manager,343260.0,未婚、自家用車なし、子供有り(1人),0,23
237,３３歳,Self Enquiry,1,14分,Small Business,Male,2.0,4.0,Standard,3.0,4,0,3,Senior Manager,414075.0,離婚済み、車所持、子供1人,0,33
238,32歳,Company Invited,1,9分,Small Business,Female,2.0,4.0,Basic,3.0,2,0,3,Executive,322530.0,離婚済み、車所持、1児,0,32
239,52歳,Self Enquiry,1,15分,Small Business,female,2.0,4.0,Deluxe,3.0,年に2回,0,3,Manager,366495.0,結婚済み、車所持、子供有り(1人),0,52
240,30歳,Company Invited,1,10分,Small Business,Male,2.0,4.0,basic,3.0,5,0,3,Executive,259425.0,結婚済み/車所持／子供1人,0,30
242,４２歳,Company Invited,1,960秒,Salaried,Male,2.0,4.0,Standard,3.0,5,1,3,Senior Manager,428265.0,結婚済み 自動車所有 子供1人,0,42
243,45歳,Self Enquiry,1,420秒,Salaried,Male,2.0,4.0,super deluxe,4.0,6,0,1,AVP,月収56.0万円,独身、自家用車なし、わからない,0,45
244,40歳,Company Invited,2,900秒,Large Business,Male,2.0,4.0,standard,3.0,年に1回,0,2,Senior Manager,340095.0,結婚済み、車保有なし、こども1人,0,40
245,52歳,Self Enquiry,2,16分,Small Business,female,2.0,4.0,Deluxe,3.0,2,0,1,Manager,月収30.0万円,未婚、乗用車所持、子供1人,0,52
246,４５歳,Company Invited,3,960秒,Small Business,female,2.0,4.0,Standard,3.0,年に2回,0,1,Senior Manager,406695.0,離婚済み 車未所持 子供1人,0,45
247,56歳,Self Enquiry,2,660秒,Salaried,Male,2.0,4.0,Deluxe,3.0,1,0,1,Manager,350340.0,結婚済み　自家用車あり　子供1人,0,56
248,40代,Self Enquiry,1,14分,Small Business,Male,3.0,4.0,Standard,3.0,年に1回,0,2,Senior Manager,390375.0,離婚済み/自動車所有/子供無し,0,45
249,五十一歳,Company Invited,1,8分,Large Business,Female,2.0,4.0,Super Deluxe,3.0,3,0,2,Executive,393765.0,結婚済み、車なし、子供1人,0,51
250,47歳,Self Enquiry,1,13分,Small Business,Female,2.0,4.0,Deluxe,3.0,2,0,2,Manager,月収35.0万円,結婚済み、自家用車なし、こども1人,0,47
251,36歳,Self Enquiry,1,6分,Small Business,Male,2.0,4.0,Basic,4.0,1,0,2,Executive,月収27.0万円,結婚済み 自家用車あり 子供1人,0,36
252,29際,Self Enquiry,2,540秒,Salaried,male,3.0,4.0,Basic,3.0,年に1回,1,1,Executive,月収40.0万円,独身 自動車未所有 子供なし,1,29
253,40代,Self Enquiry,1,21分,Small Business,Ｆｅ　Ｍａｌｅ,2.0,4.0,Standard,3.0,年に2回,1,1,Senior Manager,418560.0,未婚 自家用車なし 子供1人,0,45
254,32歳,Company Invited,1,12分,Small Business,Female,2.0,4.0,Basic,3.0,4,1,2,Executive,259680.0,離婚済み、自家用車あり、子供1人,0,32
255,43歳,Company Invited,2,33分,Small Business,Male,2.0,5.0,Deluxe,3.0,8,0,3,Manager,454845.0,結婚済み／車未所持／子供1人,0,43
256,30代,Company Invited,2,540秒,Salaried,fe male,2.0,5.0,Deluxe,3.0,1,0,3,Manager,324465.0,未婚、車未所持、子供1人,0,35
257,38歳,Self Enquiry,2,25分,Salaried,male,2.0,5.0,Deluxe,4.0,年に8回,0,3,Manager,339690.0,未婚、車未所持、子供1人,0,38
258,43歳,Self Enquiry,2,10分,Salaried,ｍａｌｅ,2.0,500.0,Deluxe,3.0,7,0,3,Manager,月収30.0万円,離婚済み、車未所持、子供1人,0,43
260,40歳,Self Enquiry,1,9分,Salaried,male,2.0,5.0,Deluxe,3.0,3,1,3,Manager,337515.0,結婚済み 車所持 子供1人,0,40
261,45歳,Self Enquiry,1,14分,Small Business,Male,2.0,3.0,KING,4.0,3,0,2,VP,月収32.0万円,結婚済み/自動車未所有/非育児家庭,0,45
262,40歳,Company Invited,1,1020秒,Salaried,male,2.0,3.0,Basic,3.0,4,0,2,Executive,月収30.0万円,離婚済み 車所持 子供無し,0,40
263,38才,Company Invited,1,13分,Small Business,Male,2.0,1.0,Basic,3.0,2,0,2,Executive,月収30.0万円,"離婚済み,車なし、無子",0,38
265,40歳,Self Enquiry,3,10分,Salaried,MALE,2.0,2.0,Deluxe,3.0,3,0,1,Manager,331935.0,未婚 車未所持 子供無し,0,40
266,32歳,Company Invited,1,9分,Small Business,FEMALE,2.0,3.0,BASIC,3.0,年に1回,0,2,Executive,264420.0,"独身、車未所持,子供無し",1,32
267,30代,Self Enquiry,2,15分,Small Business,MALE,2.0,1.0,Basic,3.0,2,0,2,Executive,265020.0,独身/車所持/子供なし,1,35
268,51歳,Company Invited,2,8分,Salaried,Male,2.0,2.0,Standard,3.0,2,0,2,Ѕenior Manager,405225.0,未婚、乗用車なし、子供無し,0,51
269,３９歳,Self Enquiry,3,660秒,Small Business,Male,2.0,5.0,Deluxe,3.0,2,0,2,Manager,333015.0,未婚／車なし／子供有り(1人),0,39
270,35歳,Company Invited,1,660秒,Small Business,Female,2.0,5.0,Deluxe,3.0,2,0,2,Managеr,340275.0,未婚/自家用車なし/子供1人,0,35
272,40代,Company Invited,2,8分,Salaried,Ｍａｌｅ,2.0,3.0,basic,3.0,1,0,2,Executive,月収27.0万円,独身 自動車所有　子供なし,0,45
273,51歳,Self Enquiry,2,540秒,Small Business,Male,2.0,3.0,King,3.0,1,0,1,VP,月収30.0万円,独身 車保有 子供無し,0,51
274,48歳,Company Invited,2,23分,Small Business,Fe Male,2.0,4.0,Deluxe,3.0,2,0,2,Manager,363255.0,未婚/乗用車所持/子供1人,0,48
275,52歳,Self Enquiry,3,10分,Small Business,Female,2.0,4.0,Basic,3.0,3,0,1,Executive,266460.0,独身/車未所持/こども1人,1,52
276,５４歳,Company Invited,2,15分,Small Business,Male,2.0,4.0,Deluxe,3.0,5,0,1,Manager,月収40.0万円,"離婚済み,車所持,こども1人",0,54
277,30歳,Self Enquiry,1,540秒,Large Business,Male,2.0,400.0,Basic,3.0,7,1,1,Еxecutivе,268770.0,離婚済み、車保有なし、無子,1,30
278,49歳,Self Enquiry,2,9分,Salaried,FEMALE,2.0,3.0,King,3.0,5,1,1,VP,285540.0,結婚済み、車未所持、子供無し,0,49
279,30代,Company Invited,2,16分,Salaried,Female,2.0,3.0,STANDARD,3.0,2,0,1,Senior Μanαger,463860.0,離婚済み	車所持	子供なし,0,35
280,55歳,Self Enquiry,1,16分,Small Business,male,2.0,4.0,Super Deluxe,3.0,3,0,2,AVP,340590.0,"離婚済み,車所持,子供有り 1人",0,55
281,40歳,Self Enquiry,1,15分,Small Business,Male,2.0,4.0,Basic,3.0,年に3回,0,2,Executive,262995.0,独身、自動車未所有、子供有り(1人),0,40
282,50代,Company Invited,1,960秒,Salaried,MALE,2.0,3.0,Super Deluxe,3.0,5,0,2,AVP,489660.0,結婚済み/車所持／子供なし,0,55
283,46歳,Company Invited,2,5分,Salaried,male,3.0,4.0,Standard,3.0,2,0,1,Senior Manager,404640.0,結婚済み 車未所持　こども2人,0,46
284,21才,Company Invited,2,9分,Small Business,Female,3.0,4.0,Basic,3.0,3,0,2,Executive,311865.0,独身/自動車未所有/子供2人,0,21
286,30歳,Self Enquiry,2,15分,Salaried,Male,3.0,4.0,Super Deluxe,3.0,2,0,1,AVP,月収40.0万円,結婚済み/車所持/子供2人,0,30
287,40歳,Self Enquiry,2,480秒,Small Business,male,3.0,4.0,Standard,3.0,3,0,1,Senior Manager,342195.0,離婚済み／自動車未所有／子供2人,0,40
288,29才,Self Enquiry,2,10分,Salaried,Male,3.0,4.0,deluxe,3.0,3,0,2,Manager,347145.0,未婚	自家用車なし	こども2人,0,29
289,50代,Self Enquiry,3,32分,Salaried,Male,3.0,4.0,Super Deluxe,3.0,5,0,2,AVP,525795.0,離婚済み 自動車所有 子供2人,0,55
290,57歳,Company Invited,2,6分,Large Business,Female,3.0,4.0,Standard,3.0,5,0,2,Senior Manager,525735.0,離婚済み/自動車所有／こども2人,0,57
291,３８歳,Company Invited,2,14分,Salaried,FEMALE,3.0,4.0,Standard,4.0,2,0,2,Senior Manager,375135.0,独身　車所持　こども2人,0,38
292,46歳,Self Enquiry,2,480秒,Small Business,Fe Male,3.0,4.0,Deluxe,3.0,2,0,2,Manager,357540.0,未婚、自動車未所有、こども2人,0,46
294,41歳,Self Enquiry,2,780秒,Salaried,Male,3.0,4.0,King,3.0,2,0,1,Senior Manager,416505.0,結婚済み	車所持	子供2人,0,41
296,26歳,Self Enquiry,2,13分,Small Business,FEMALE,3.0,4.0,Deluxe,3.0,年に3回,0,2,Manager,月収35.0万円,未婚、車未所持、こども2人,0,26
297,54歳,Self Enquiry,2,16分,Small Business,Male,3.0,4.0,Standard,4.0,年に5回,0,2,Senior Manager,384840.0,独身、車所持、子供有り(2人),0,54
298,30歳,Self Enquiry,2,14分,Salaried,Male,3.0,4.0,Standard,4.0,年に5回,0,2,Senior Manager,440220.0,結婚済み/車未所持/子供2人,0,30
299,４０代,Self Enquiry,2,31分,Small Business,male,3.0,4.0,Deluxe,3.0,2,0,1,Manager,月収31.0万円,離婚済み、車未所持、子供2人,0,9
300,30代,Company Invited,2,1320秒,Salaried,Male,3.0,4.0,Standard,3.0,3,0,2,Senior Manager,397965.0,未婚 自家用車なし 子供2人,1,35
301,35歳,Company Invited,3,8分,Small Business,male,3.0,4.0,Standard,3.0,2,0,1,Senior Manager,月収30.0万円,結婚済み 自家用車なし 子供2人,0,35
302,30代,Company Invited,2,14分,Small Business,Female,3.0,4.0,Standard,4.0,3,0,2,Senior Manager,355635.0,独身/車保有なし/こども2人,0,35
303,29歳,Company Invited,3,10分,Salaried,female,3.0,4.0,BASIC,3.0,3,1,2,Executive,311505.0,結婚済み 車未所持 こども2人,1,29
304,40歳,Self Enquiry,2,1740秒,Small Business,male,3.0,4.0,Standard,4.0,7,1,2,Senior Manager,388080.0,独身 車未所持 こども2人,1,40
305,42歳,Self Enquiry,1,15分,Salaried,Male,2.0,3.0,Basic,3.0,年に5回,0,2,Executive,259020.0,"独身、自動車未所有,子供無し",0,42
306,39歳,Self Enquiry,2,13分,Salaried,Male,2.0,3.0,King,3.0,年に3回,0,2,Senior Manager,442155.0,独身／車未所持／非育児家庭,0,39
307,28歳,Self Enquiry,1,16分,Salaried,Male,2.0,3.0,Basic,3.0,7,0,2,Еxecuｔive,265350.0,独身、車未所持、子供なし,1,28
308,24才,Company Invited,2,16分,Small Business,Male,2.0,3.0,Basic,3.0,年に2回,0,2,Executive,263880.0,独身/自動車未所有/子供なし,0,24
309,５１歳,Self Enquiry,1,14分,Large Business,Male,3.0,4.0,Super Deluxe,4.0,6,0,2,VP,月収53.0万円,離婚済み	車保有	子供2人,0,51
310,35歳,Self Enquiry,1,16分,Small Business,Female,3.0,4.0,Basic,3.0,2,0,1,Executive,315600.0,独身 乗用車なし 子供2人,0,35
311,53歳,Self Enquiry,1,1680秒,Salaried,Male,3.0,4.0,Deluxe,3.0,6,0,2,Manager,334470.0,結婚済み 乗用車なし 子供2人,0,53
312,25歳,Self Enquiry,1,840秒,Salaried,male,3.0,4.0,Basic,3.0,3,0,2,Executive,月収30.0万円,独身、車所持、こども2人,0,25
313,３９才,Company Invited,1,8分,Small Business,Female,3.0,4.0,Standard,4.0,3,0,1,Senior Manager,405705.0,未婚、自家用車あり、子供2人,0,39
314,30歳,Self Enquiry,1,22分,Salaried,male,3.0,4.0,Deluxe,3.0,7,0,2,Manager,309000.0,結婚済み、車保有なし、子供2人,0,30
315,39歳,Company Invited,1,9分,Salaried,MALE,3.0,4.0,Deluxe,3.0,3,0,2,Manager,317640.0,結婚済み、車未所持、子供2人,0,39
316,55歳,Self Enquiry,1,6分,Salaried,male,3.0,400.0,standard,3.0,2,0,2,Senior Manager,365370.0,結婚済み 車未所持 子供2人,0,55
317,37際,Company Invited,1,840秒,Small Business,Male,3.0,4.0,Basic,3.0,3,0,2,Executive,月収26.0万円,結婚済み、車保有なし、子供有り(2人),0,37
319,34歳,Self Enquiry,1,7分,Salaried,Male,3.0,4.0,Basic,3.0,3,0,2,Executive,月収30.0万円,"離婚済み,車保有なし,こども2人",0,34
320,36歳,Self Enquiry,1,15分,Small Business,Male,3.0,4.0,BASIC,3.0,7,0,2,Executive,月収30.0万円,独身/乗用車なし/子供2人,0,36
321,40歳,Self Enquiry,1,12分,Salaried,Male,3.0,4.0,B𝖺sic,4.0,3,0,2,Executive,273990.0,"独身,自動車未所有,子供2人",0,40
323,37歳,Self Enquiry,1,10分,Small Business,MALE,3.0,4.0,Basic,3.0,7,0,2,Executive,311820.0,結婚済み 車所持 子供2人,0,37
324,31歳,Self Enquiry,1,540秒,Small Business,male,3.0,4.0,BASIC,3.0,3,0,2,Executive,339645.0,"未婚,車未所持、子供2人",1,31
326,35歳,Self Enquiry,2,32分,Small Business,male,3.0,4.0,Deluxe,3.0,年に3回,0,2,Manager,337710.0,未婚 車未所持 こども2人,0,35
327,38才,Self Enquiry,2,12分,Small Business,Male,3.0,4.0,De|uxe,3.0,5,0,2,Manager,326805.0,未婚	自動車未所有	こども2人,0,38
328,41歳,Self Enquiry,2,16分,Salaried,Male,3.0,4.0,Deluxe,3.0,2,0,1,Manager,413760.0,結婚済み　車所持　こども2人,0,41
329,二十七歳,Self Enquiry,2,7分,Salaried,male,3.0,5.0,Deluxe,3.0,3,0,2,Manager,403365.0,独身 車未所持　子供2人,0,27
330,30才,Self Enquiry,2,8分,Salaried,male,3.0,4.0,deluxe,3.0,3,0,2,Senior Manager,317565.0,結婚済み 車未所持 こども2人,0,30
331,53歳,Self Enquiry,2,15分,Small Business,Female,3.0,4.0,Standard,3.0,4,0,2,Senior Manager,391065.0,離婚済み、自家用車あり、こども2人,0,53
332,２６歳,Self Enquiry,3,1680秒,Salaried,Male,3.0,4.0,DELUXE,3.0,2,0,1,Manager,347580.0,結婚済み、車あり、子供2人,0,26
333,４０歳,Company Invited,2,16分,Small Business,male,3.0,4.0,Deluxe,3.0,7,0,1,Manager,342060.0,未婚、乗用車なし、子供2人,0,4
334,36際,Self Enquiry,2,9分,Small Business,Male,4.0,4.0,Standard,3.0,3,0,2,Senior Manager,396195.0,結婚済み、車あり、こども3人,0,36
335,三十歳,Self Enquiry,1,480秒,Salaried,Female,3.0,4.0,Basic,3.0,2,1,2,Executive,357570.0,結婚済み 自家用車なし こども2人,0,3
336,23歳,Self Enquiry,1,840秒,Salaried,Male,3.0,4.0,Basic,3.0,7,1,2,Executive,306435.0,独身/自動車所有/子供有り 2人,0,23
