TypeofContact,CityTier,Occupation,NumberOfPersonVisiting,PreferredPropertyStar,Passport,PitchSatisfactionScore,ProdTaken,age,duration,gender,follow,product_pitched,trip_per_year,designation,income,info_1,info_2,info_3
Self Enquiry,3,Small Business,2,3,0,4,0,38,1200.0,male,4,Deluxe,2,Manager,340000.0,Divorced,No Car,1
Self Enquiry,3,Small Business,2,4,0,3,0,36,900.0,female,4,Deluxe,5,Manager,400000.0,Single,No Car,1
Self Enquiry,3,Salaried,2,3,0,4,0,24,1620.0,male,5,Deluxe,12,Manager,334365.0,Single,No Car,1
Self Enquiry,2,Salaried,2,4,0,3,0,31,780.0,male,4,Deluxe,8,Manager,300000.0,Divorced,Has Car,1
Self Enquiry,2,Small Business,2,3,1,3,0,23,780.0,male,4,Deluxe,1,Manager,343260.0,Single,No Car,1
Self Enquiry,1,Small Business,2,3,0,3,0,33,840.0,male,4,Standard,4,Senior Manager,414075.0,Divorced,Has Car,1
Company Invited,1,Small Business,2,3,0,3,0,32,540.0,female,4,Basic,2,Executive,322530.0,Divorced,Has Car,1
Self Enquiry,1,Small Business,2,3,0,3,0,52,900.0,female,4,Deluxe,8,Manager,366495.0,Married,Has Car,1
Company Invited,1,Small Business,2,3,0,3,0,30,600.0,male,4,Basic,5,Executive,259425.0,Married,Has Car,1
Company Invited,1,Small Business,2,3,0,4,0,32,780.0,female,4,Basic,3,Executive,300000.0,Married,Has Car,1
Company Invited,1,Salaried,2,3,1,3,0,42,960.0,male,4,Standard,5,Senior Manager,428265.0,Married,Has Car,1
Self Enquiry,1,Salaried,2,4,0,1,0,45,420.0,male,4,Deluxe,6,AVP,560000.0,Single,No Car,0
Company Invited,2,Large Business,2,3,0,2,0,40,900.0,male,4,Standard,4,Senior Manager,340095.0,Married,No Car,1
Self Enquiry,2,Small Business,2,3,0,1,0,52,960.0,female,4,Deluxe,2,Manager,300000.0,Single,Has Car,1
Company Invited,3,Small Business,2,3,0,1,0,45,960.0,female,4,Standard,8,Senior Manager,406695.0,Divorced,No Car,1
Self Enquiry,2,Salaried,2,3,0,1,0,56,660.0,male,4,Deluxe,1,Manager,350340.0,Married,Has Car,1
Self Enquiry,1,Small Business,3,3,0,2,0,40,840.0,male,4,Standard,4,Senior Manager,390375.0,Divorced,Has Car,0
Company Invited,1,Large Business,2,3,0,2,0,51,480.0,female,4,Deluxe,3,Executive,393765.0,Married,No Car,1
Self Enquiry,1,Small Business,2,3,0,2,0,47,780.0,female,4,Deluxe,2,Manager,350000.0,Married,No Car,1
Self Enquiry,1,Small Business,2,4,0,2,0,36,360.0,male,4,Basic,1,Executive,270000.0,Married,Has Car,1
Self Enquiry,2,Salaried,3,3,1,1,1,29,540.0,male,4,Basic,4,Executive,400000.0,Single,No Car,0
Self Enquiry,1,Small Business,2,3,1,1,0,40,1260.0,female,4,Standard,8,Senior Manager,418560.0,Single,No Car,1
Company Invited,1,Small Business,2,3,1,2,0,32,720.0,female,4,Basic,4,Executive,259680.0,Divorced,Has Car,1
Company Invited,2,Small Business,2,3,0,3,0,43,1980.0,male,5,Deluxe,8,Manager,454845.0,Married,No Car,1
Company Invited,2,Salaried,2,3,0,3,0,30,540.0,male,5,Deluxe,1,Manager,324465.0,Single,No Car,1
Self Enquiry,2,Salaried,2,4,0,3,0,38,1500.0,male,5,Deluxe,32,Manager,339690.0,Single,No Car,1
Self Enquiry,2,Salaried,2,3,0,3,0,43,600.0,male,5,Deluxe,7,Manager,300000.0,Divorced,No Car,1
Company Invited,2,Salaried,2,3,1,4,0,47,780.0,female,5,Deluxe,20,Manager,319680.0,Married,No Car,1
Self Enquiry,1,Salaried,2,3,1,3,0,40,540.0,male,5,Deluxe,3,Manager,337515.0,Married,Has Car,1
Self Enquiry,1,Small Business,2,4,0,2,0,45,840.0,male,3,King,3,VP,320000.0,Married,No Car,0
Company Invited,1,Salaried,2,3,0,2,0,40,1020.0,male,3,Basic,4,Executive,300000.0,Divorced,Has Car,0
Company Invited,1,Small Business,2,3,0,2,0,38,780.0,male,1,Basic,2,Executive,300000.0,Divorced,No Car,0
Company Invited,2,Small Business,2,3,0,2,0,39,780.0,male,2,Deluxe,1,Manager,293745.0,Single,Has Car,0
Self Enquiry,3,Salaried,2,3,0,1,0,40,600.0,male,2,Deluxe,3,Manager,331935.0,Single,No Car,0
Company Invited,1,Small Business,2,3,0,2,1,32,540.0,female,3,Basic,4,Executive,264420.0,Single,No Car,0
Self Enquiry,2,Small Business,2,3,0,2,1,30,900.0,male,1,Basic,2,Executive,265020.0,Single,Has Car,0
Company Invited,2,Salaried,2,3,0,2,0,51,480.0,male,2,Standard,2,Manager,405225.0,Single,No Car,0
Self Enquiry,3,Small Business,2,3,0,2,0,39,660.0,male,5,Deluxe,2,Manager,333015.0,Single,No Car,1
Company Invited,1,Small Business,2,3,0,2,0,35,660.0,female,5,Deluxe,2,Manager,340275.0,Single,No Car,1
Self Enquiry,1,Small Business,2,3,0,1,0,38,480.0,male,3,Basic,1,Executive,300000.0,Married,Has Car,0
Company Invited,2,Salaried,2,3,0,2,0,40,480.0,male,3,Basic,1,Executive,270000.0,Single,Has Car,0
Self Enquiry,2,Small Business,2,3,0,1,0,51,540.0,male,3,King,1,VP,300000.0,Single,Has Car,0
Company Invited,2,Small Business,2,3,0,2,0,48,1380.0,male,4,Deluxe,2,Manager,363255.0,Single,Has Car,1
Self Enquiry,3,Small Business,2,3,0,1,1,52,600.0,female,4,Basic,3,Executive,266460.0,Single,No Car,1
Company Invited,2,Small Business,2,3,0,1,0,54,900.0,male,4,Deluxe,5,Manager,400000.0,Divorced,Has Car,1
Self Enquiry,1,Large Business,2,3,1,1,1,30,540.0,male,4,Basic,7,Executive,268770.0,Divorced,No Car,0
Self Enquiry,2,Salaried,2,3,1,1,0,49,540.0,female,3,King,5,VP,285540.0,Married,No Car,0
Company Invited,2,Salaried,2,3,0,1,0,30,960.0,female,3,Standard,2,Senior Manager,463860.0,Divorced,Has Car,0
Self Enquiry,1,Small Business,2,3,0,2,0,55,960.0,male,4,Deluxe,3,AVP,340590.0,Divorced,Has Car,1
Self Enquiry,1,Small Business,2,3,0,2,0,40,900.0,male,4,Basic,12,Executive,262995.0,Single,No Car,1
Company Invited,1,Salaried,2,3,0,2,0,50,960.0,male,3,Deluxe,5,AVP,489660.0,Married,Has Car,0
Company Invited,2,Salaried,3,3,0,1,0,46,300.0,male,4,Standard,2,Senior Manager,404640.0,Married,No Car,2
Company Invited,2,Small Business,3,3,0,2,0,21,540.0,female,4,Basic,3,Executive,311865.0,Single,No Car,2
Self Enquiry,2,Salaried,3,3,0,1,0,30,900.0,male,4,Deluxe,2,AVP,400000.0,Married,Has Car,2
Self Enquiry,2,Small Business,3,3,0,1,0,40,480.0,male,4,Standard,3,Senior Manager,342195.0,Divorced,No Car,2
Self Enquiry,2,Salaried,3,3,0,2,0,29,600.0,male,4,Deluxe,3,Manager,347145.0,Single,No Car,2
Self Enquiry,3,Salaried,3,3,0,2,0,50,1920.0,male,4,Deluxe,5,AVP,525795.0,Divorced,Has Car,2
Company Invited,2,Large Business,3,3,0,2,0,57,360.0,female,4,Standard,5,Senior Manager,525735.0,Divorced,Has Car,2
Company Invited,2,Salaried,3,4,0,2,0,38,840.0,female,4,Standard,2,Senior Manager,375135.0,Single,Has Car,2
Self Enquiry,2,Small Business,3,3,0,2,0,46,480.0,male,4,Deluxe,2,Manager,357540.0,Single,No Car,2
Self Enquiry,2,Salaried,3,3,0,1,0,41,780.0,male,4,King,2,Senior Manager,416505.0,Married,Has Car,2
Self Enquiry,2,Small Business,3,3,0,2,0,26,780.0,female,4,Deluxe,12,Manager,350000.0,Single,No Car,2
Self Enquiry,2,Small Business,3,4,0,2,0,54,960.0,male,4,Standard,20,Senior Manager,384840.0,Single,Has Car,2
Self Enquiry,2,Salaried,3,4,0,2,0,30,840.0,male,4,Standard,20,Senior Manager,440220.0,Married,No Car,2
Self Enquiry,2,Small Business,3,3,0,1,0,40,1860.0,male,4,Deluxe,2,Manager,310000.0,Divorced,No Car,2
Company Invited,2,Salaried,3,3,0,2,1,30,1320.0,male,4,Standard,3,Senior Manager,397965.0,Single,No Car,2
Company Invited,3,Small Business,3,3,0,1,0,35,480.0,male,4,Standard,2,Senior Manager,300000.0,Married,No Car,2
Company Invited,2,Small Business,3,4,0,2,0,30,840.0,female,4,Standard,3,Senior Manager,355635.0,Single,No Car,2
Company Invited,3,Salaried,3,3,1,2,1,29,600.0,female,4,Basic,3,Executive,311505.0,Married,No Car,2
Self Enquiry,2,Small Business,3,4,1,2,1,40,1740.0,male,4,Standard,7,Senior Manager,388080.0,Single,No Car,2
Self Enquiry,1,Salaried,2,3,0,2,0,42,900.0,male,3,Basic,20,Executive,259020.0,Single,No Car,0
Self Enquiry,2,Salaried,2,3,0,2,0,39,780.0,male,3,King,12,Senior Manager,442155.0,Single,No Car,0
Self Enquiry,1,Salaried,2,3,0,2,1,28,960.0,male,3,Basic,7,Executive,265350.0,Single,No Car,0
Company Invited,2,Small Business,2,3,0,2,0,24,960.0,male,3,Basic,8,Executive,263880.0,Single,No Car,0
Self Enquiry,1,Large Business,3,4,0,2,0,51,840.0,male,4,Deluxe,6,VP,530000.0,Divorced,Has Car,2
Self Enquiry,1,Small Business,3,3,0,1,0,35,960.0,female,4,Basic,2,Executive,315600.0,Single,No Car,2
Self Enquiry,1,Salaried,3,3,0,2,0,53,1680.0,male,4,Deluxe,6,Manager,334470.0,Married,No Car,2
Self Enquiry,1,Salaried,3,3,0,2,0,25,840.0,male,4,Basic,3,Executive,300000.0,Single,Has Car,2
Company Invited,1,Small Business,3,4,0,1,0,39,480.0,female,4,Standard,3,Senior Manager,405705.0,Single,Has Car,2
Self Enquiry,1,Salaried,3,3,0,2,0,30,1320.0,male,4,Deluxe,7,Manager,309000.0,Married,No Car,2
Company Invited,1,Salaried,3,3,0,2,0,39,540.0,male,4,Deluxe,3,Manager,317640.0,Married,No Car,2
Self Enquiry,1,Salaried,3,3,0,2,0,55,360.0,male,4,Standard,2,Senior Manager,365370.0,Married,No Car,2
Company Invited,1,Small Business,3,3,0,2,0,37,840.0,male,4,Basic,3,Executive,260000.0,Married,No Car,2
Company Invited,1,Small Business,4,3,0,2,0,30,780.0,female,4,Basic,3,Executive,314445.0,Married,Has Car,3
Self Enquiry,1,Salaried,3,3,0,2,0,34,420.0,male,4,Basic,3,Executive,300000.0,Divorced,No Car,2
Self Enquiry,1,Small Business,3,3,0,2,0,36,900.0,male,4,Basic,7,Executive,300000.0,Single,No Car,2
Self Enquiry,1,Salaried,3,4,0,2,0,40,720.0,male,4,Basic,3,Executive,273990.0,Single,No Car,2
Self Enquiry,1,Small Business,3,3,0,2,0,37,600.0,male,4,Basic,7,Executive,311820.0,Married,Has Car,2
Self Enquiry,1,Small Business,3,3,0,2,1,31,540.0,male,4,Basic,3,Executive,339645.0,Single,No Car,2
Self Enquiry,2,Small Business,3,3,0,2,0,38,780.0,male,5,Deluxe,7,Manager,323835.0,Married,No Car,2
Self Enquiry,2,Small Business,3,3,0,2,0,35,1920.0,male,4,Deluxe,12,Manager,337710.0,Single,No Car,2
Self Enquiry,2,Small Business,3,3,0,2,0,38,720.0,male,4,Deluxe,5,Manager,326805.0,Single,No Car,2
Self Enquiry,2,Salaried,3,3,0,1,0,41,960.0,male,4,Deluxe,2,Manager,413760.0,Married,Has Car,2
Self Enquiry,2,Salaried,3,3,0,2,0,27,420.0,male,5,Deluxe,3,Manager,403365.0,Single,No Car,2
Self Enquiry,2,Salaried,3,3,0,2,0,30,480.0,male,4,Deluxe,3,Senior Manager,317565.0,Married,No Car,2
Self Enquiry,2,Small Business,3,3,0,2,0,53,900.0,female,4,Standard,4,Senior Manager,391065.0,Divorced,Has Car,2
Self Enquiry,3,Salaried,3,3,0,1,0,26,1680.0,male,4,Deluxe,2,Manager,347580.0,Married,Has Car,2
Company Invited,2,Small Business,3,3,0,1,0,40,960.0,male,4,Deluxe,7,Manager,342060.0,Single,No Car,2
Self Enquiry,2,Small Business,4,3,0,2,0,36,540.0,male,4,Standard,3,Senior Manager,396195.0,Married,Has Car,3
Self Enquiry,1,Salaried,3,3,1,2,0,30,480.0,female,4,Basic,2,Executive,357570.0,Married,No Car,2
Self Enquiry,1,Salaried,3,3,1,2,0,23,840.0,male,4,Basic,7,Executive,306435.0,Single,Has Car,1
Self Enquiry,2,Small Business,3,3,1,1,0,30,540.0,female,6,Basic,3,Executive,263625.0,Divorced,No Car,0
Self Enquiry,2,Large Business,3,3,1,1,1,32,600.0,male,4,Basic,12,Executive,416040.0,Divorced,No Car,2
Self Enquiry,2,Salaried,3,3,1,1,0,48,600.0,male,4,Deluxe,3,Manager,395340.0,Divorced,No Car,2
Company Invited,2,Salaried,3,3,1,2,1,60,840.0,male,4,Standard,5,Senior Manager,400000.0,Single,Has Car,2
Self Enquiry,1,Small Business,3,3,0,1,0,32,1380.0,female,4,Deluxe,12,Manager,300000.0,Married,No Car,2
Self Enquiry,1,Small Business,3,3,0,1,0,36,600.0,female,4,Basic,20,Executive,320820.0,Divorced,No Car,2
Self Enquiry,1,Salaried,3,3,0,2,0,30,420.0,male,4,Basic,5,Executive,336105.0,Divorced,No Car,2
Company Invited,2,Small Business,3,3,0,1,0,39,1980.0,male,4,Deluxe,5,Manager,502845.0,Married,No Car,2
Self Enquiry,2,Salaried,3,3,0,2,1,22,600.0,male,4,Basic,2,Executive,299565.0,Single,No Car,2
Self Enquiry,2,Salaried,3,3,0,2,0,38,840.0,male,4,Deluxe,3,Manager,358320.0,Married,Has Car,1
Self Enquiry,2,Salaried,3,3,0,1,0,37,840.0,male,4,Standard,2,Senior Manager,400000.0,Single,Has Car,2
Self Enquiry,2,Small Business,2,3,0,3,0,30,420.0,male,3,Basic,1,Executive,267720.0,Married,No Car,0
Self Enquiry,3,Salaried,2,3,0,1,0,56,600.0,female,5,Standard,3,Senior Manager,402315.0,Married,Has Car,1
Self Enquiry,1,Large Business,2,4,0,3,0,30,600.0,female,4,Deluxe,1,AVP,510480.0,Divorced,Has Car,0
Company Invited,2,Large Business,3,3,0,2,0,20,540.0,female,5,Basic,2,Executive,304380.0,Single,Has Car,2
Self Enquiry,2,Salaried,3,3,0,2,0,50,1740.0,female,5,Deluxe,12,Manager,350355.0,Divorced,No Car,2
Self Enquiry,1,Small Business,4,3,0,2,0,39,1920.0,male,4,Basic,3,Executive,449325.0,Divorced,No Car,3
Self Enquiry,3,Salaried,3,3,0,1,0,36,840.0,male,4,King,3,VP,561525.0,Married,No Car,2
Self Enquiry,2,Salaried,3,3,0,3,0,28,480.0,male,4,King,3,VP,495570.0,Single,Has Car,0
Company Invited,2,Salaried,3,3,1,1,0,52,420.0,male,5,Deluxe,2,Senior Manager,424770.0,Divorced,Has Car,2
Self Enquiry,2,Small Business,2,3,0,2,0,52,960.0,male,3,Deluxe,1,Manager,315090.0,Married,Has Car,1
Company Invited,2,Small Business,2,3,0,2,1,26,1020.0,female,3,Basic,2,Executive,262950.0,Single,Has Car,1
Company Invited,2,Salaried,2,3,0,2,0,21,780.0,female,4,Deluxe,3,Manager,313950.0,Single,No Car,1
Self Enquiry,3,Small Business,2,3,0,1,0,30,780.0,female,3,Standard,2,Senior Manager,358575.0,Married,Has Car,1
Company Invited,2,Salaried,2,3,0,2,0,32,900.0,male,3,Deluxe,1,Manager,297360.0,Married,Has Car,1
Self Enquiry,3,Small Business,2,3,0,2,0,34,840.0,male,3,Deluxe,3,Manager,340000.0,Single,No Car,1
Company Invited,2,Small Business,2,3,0,2,0,42,900.0,male,3,Deluxe,2,Manager,360195.0,Divorced,No Car,1
Self Enquiry,2,Small Business,2,3,0,1,0,28,480.0,male,3,Basic,2,Executive,259110.0,Married,Has Car,1
Company Invited,2,Small Business,2,3,0,2,0,34,780.0,male,3,Deluxe,2,Manager,315600.0,Single,No Car,1
Self Enquiry,2,Small Business,2,3,0,2,0,30,1440.0,male,3,Deluxe,2,Manager,296820.0,Single,No Car,1
Company Invited,3,Small Business,2,3,0,2,0,30,780.0,female,3,Deluxe,2,Manager,307260.0,Single,Has Car,1
Company Invited,2,Salaried,2,3,0,2,0,34,1680.0,male,3,Deluxe,12,Manager,311640.0,Divorced,No Car,1
Self Enquiry,1,Small Business,3,4,0,2,0,44,660.0,male,5,Basic,28,Executive,420000.0,Single,No Car,2
Company Invited,1,Small Business,3,3,0,2,0,36,1020.0,female,5,Basic,3,Executive,305640.0,Married,Has Car,2
Company Invited,1,Salaried,3,3,0,1,0,51,480.0,female,3,Deluxe,1,AVP,280000.0,Divorced,Has Car,0
Company Invited,2,Large Business,3,3,0,2,0,51,840.0,female,3,Standard,5,Senior Manager,393915.0,Divorced,No Car,0
Self Enquiry,1,Salaried,3,3,0,2,0,47,480.0,female,3,Deluxe,4,AVP,498870.0,Divorced,Has Car,0
Self Enquiry,1,Small Business,3,3,0,2,1,32,600.0,male,3,Basic,1,Executive,253725.0,Single,No Car,0
Self Enquiry,1,Small Business,3,3,0,1,0,33,1020.0,female,3,Basic,2,Executive,255615.0,Single,Has Car,0
Company Invited,2,Small Business,3,3,0,2,1,22,840.0,male,3,Basic,2,Executive,256905.0,Single,No Car,0
Self Enquiry,2,Salaried,3,3,0,1,0,28,600.0,female,3,Basic,12,Executive,306360.0,Divorced,Has Car,0
Company Invited,1,Small Business,3,3,0,2,0,45,420.0,female,3,Basic,5,Executive,259635.0,Married,No Car,0
Self Enquiry,1,Large Business,3,3,0,1,0,32,900.0,female,3,Basic,5,Executive,264540.0,Divorced,No Car,0
Self Enquiry,2,Salaried,3,3,1,2,1,53,960.0,male,4,Basic,5,Executive,270000.0,Single,Has Car,0
Self Enquiry,2,Salaried,2,3,1,4,1,50,840.0,male,3,Basic,1,Executive,249570.0,Single,Has Car,0
Self Enquiry,1,Salaried,3,3,1,1,0,33,480.0,male,5,Standard,5,Senior Manager,460000.0,Married,No Car,2
Self Enquiry,2,Salaried,3,3,0,2,0,44,480.0,female,5,Deluxe,7,Manager,300000.0,Divorced,No Car,2
Self Enquiry,2,Small Business,3,3,0,2,0,33,1860.0,male,5,Deluxe,3,Manager,300000.0,Single,No Car,2
Self Enquiry,2,Large Business,3,3,0,1,0,40,540.0,male,5,Deluxe,5,Manager,421080.0,Married,No Car,2
Self Enquiry,2,Small Business,3,3,0,2,0,30,660.0,male,5,Deluxe,3,Manager,300000.0,Married,Has Car,2
Self Enquiry,2,Salaried,2,3,1,2,0,44,540.0,female,3,Standard,16,Senior Manager,440000.0,Married,Has Car,1
Self Enquiry,2,Small Business,3,3,0,1,0,41,660.0,female,5,Deluxe,3,Manager,321825.0,Divorced,Has Car,2
Company Invited,1,Salaried,2,3,0,2,0,59,540.0,female,3,Basic,2,Manager,270000.0,Single,No Car,1
Company Invited,1,Salaried,2,3,0,1,0,33,960.0,female,3,Basic,2,Executive,251910.0,Divorced,Has Car,1
Company Invited,1,Salaried,2,3,0,2,0,31,540.0,male,3,Basic,7,Executive,263820.0,Married,Has Car,1
Self Enquiry,1,Salaried,2,3,0,1,0,37,480.0,female,3,Deluxe,5,Manager,264855.0,Single,No Car,1
Self Enquiry,1,Salaried,2,3,0,1,0,38,540.0,male,3,Basic,2,Executive,262680.0,Single,Has Car,1
Self Enquiry,1,Small Business,2,3,0,2,0,41,540.0,female,3,Deluxe,2,Manager,344310.0,Single,No Car,1
Company Invited,1,Small Business,2,4,0,1,0,56,960.0,female,3,Deluxe,1,AVP,430815.0,Single,Has Car,1
Self Enquiry,1,Small Business,2,3,0,2,0,49,1380.0,male,3,Standard,1,Senior Manager,523905.0,Married,Has Car,1
Company Invited,2,Small Business,2,3,0,4,1,37,480.0,female,3,Basic,2,Executive,262890.0,Single,No Car,0
Self Enquiry,1,Small Business,2,3,0,4,0,34,1500.0,male,1,Basic,3,Executive,297810.0,Married,Has Car,0
Company Invited,1,Small Business,2,3,0,4,1,25,900.0,male,3,Basic,2,Executive,252270.0,Married,Has Car,0
Company Invited,2,Small Business,2,3,0,3,0,33,540.0,male,3,Basic,1,Executive,250000.0,Married,No Car,0
Company Invited,2,Small Business,2,3,0,4,0,40,960.0,male,3,Basic,1,Executive,262275.0,Divorced,No Car,0
Self Enquiry,1,Small Business,2,3,0,5,0,50,2100.0,male,3,King,6,VP,470160.0,Married,Has Car,0
Self Enquiry,1,Salaried,2,3,0,4,0,32,480.0,male,1,Basic,2,Executive,258990.0,Married,No Car,0
Self Enquiry,2,Salaried,2,3,0,4,0,30,900.0,female,3,Deluxe,2,Manager,339180.0,Divorced,Has Car,0
Company Invited,1,Salaried,2,3,0,4,0,38,780.0,male,3,Deluxe,5,Manager,310000.0,Divorced,No Car,0
Self Enquiry,1,Salaried,2,4,0,5,0,39,480.0,male,1,Deluxe,3,AVP,479325.0,Married,No Car,0
Self Enquiry,1,Small Business,3,3,0,1,0,23,780.0,female,5,Basic,6,Executive,315705.0,Single,Has Car,2
Company Invited,1,Small Business,2,3,1,1,0,45,780.0,female,3,Deluxe,3,Manager,337905.0,Divorced,Has Car,1
Company Invited,2,Small Business,3,3,0,2,0,25,720.0,male,5,Deluxe,3,Manager,420000.0,Single,No Car,2
Company Invited,2,Small Business,2,3,0,4,0,37,480.0,female,3,Deluxe,4,Manager,312855.0,Married,No Car,1
Company Invited,3,Small Business,2,3,0,4,0,28,780.0,female,3,Deluxe,3,Manager,298635.0,Married,No Car,1
Self Enquiry,2,Small Business,2,3,0,3,0,28,780.0,female,3,Deluxe,3,Manager,296220.0,Married,No Car,1
Company Invited,2,Small Business,2,3,0,4,0,30,780.0,female,3,Deluxe,1,Manager,296925.0,Single,Has Car,1
Self Enquiry,2,Large Business,2,3,0,4,0,33,1020.0,male,3,Deluxe,3,Manager,258300.0,Single,Has Car,1
Self Enquiry,2,Small Business,2,3,0,4,1,24,780.0,female,3,Basic,3,Executive,255210.0,Divorced,No Car,1
Company Invited,3,Large Business,2,3,0,3,0,48,420.0,male,3,Standard,2,Senior Manager,311190.0,Single,Has Car,1
Self Enquiry,2,Small Business,2,3,0,4,0,30,1620.0,female,3,Deluxe,1,Manager,326130.0,Married,No Car,1
Company Invited,2,Small Business,2,3,0,3,0,41,1260.0,male,3,Deluxe,2,Manager,325890.0,Single,Has Car,1
Self Enquiry,2,Small Business,2,3,0,3,0,40,960.0,female,3,Deluxe,4,Manager,308400.0,Married,Has Car,1
Self Enquiry,3,Salaried,2,3,0,4,0,30,960.0,male,3,Deluxe,3,Manager,346485.0,Married,Has Car,1
Company Invited,2,Salaried,2,3,0,4,0,33,480.0,female,3,Deluxe,2,Manager,254760.0,Single,Has Car,1
Company Invited,2,Salaried,2,3,0,3,0,28,780.0,male,3,Deluxe,3,Manager,292860.0,Married,Has Car,1
Self Enquiry,2,Salaried,2,3,0,4,0,40,720.0,female,3,Deluxe,1,Manager,332295.0,Married,No Car,1
Company Invited,2,Salaried,2,3,0,4,0,32,1680.0,male,3,Deluxe,3,Manager,344010.0,Married,Has Car,1
Company Invited,2,Salaried,2,3,0,4,0,31,900.0,male,3,Standard,2,Senior Manager,328215.0,Married,Has Car,1
Company Invited,2,Salaried,2,3,0,4,0,58,780.0,female,3,Deluxe,20,Manager,294450.0,Single,No Car,1
Company Invited,2,Small Business,2,3,1,3,0,48,780.0,male,4,Standard,2,Senior Manager,400000.0,Married,Has Car,1
Self Enquiry,2,Small Business,2,3,1,3,1,46,720.0,female,3,Basic,5,Executive,346545.0,Divorced,No Car,1
Company Invited,2,Small Business,2,3,1,3,1,31,660.0,male,3,Basic,2,Executive,269355.0,Married,No Car,1
Company Invited,2,Small Business,2,4,1,4,0,55,600.0,male,3,Deluxe,6,AVP,426510.0,Married,Has Car,1
Self Enquiry,2,Small Business,3,3,0,1,0,31,660.0,female,5,Basic,1,Executive,264465.0,Married,Has Car,2
Company Invited,1,Salaried,2,3,0,2,1,30,1440.0,male,6,Basic,3,Executive,349950.0,Single,Has Car,1
Self Enquiry,2,Salaried,2,3,1,4,0,20,1320.0,female,3,Deluxe,20,Manager,332220.0,Married,Has Car,1
Self Enquiry,1,Small Business,3,3,0,2,0,30,660.0,male,5,Basic,3,Executive,315510.0,Married,No Car,2
Self Enquiry,1,Small Business,3,3,0,2,0,20,1020.0,male,5,Basic,3,Executive,318675.0,Married,No Car,2
Self Enquiry,2,Salaried,3,3,0,3,0,46,1020.0,female,5,Deluxe,20,Manager,442125.0,Married,Has Car,0
Company Invited,1,Small Business,2,3,0,4,1,35,780.0,male,3,Deluxe,3,Manager,291795.0,Married,No Car,1
Self Enquiry,1,Large Business,2,3,0,3,0,30,600.0,female,3,Basic,3,Executive,332985.0,Married,No Car,1
Self Enquiry,1,Large Business,2,4,0,4,0,22,840.0,male,3,Basic,2,Executive,263940.0,Married,No Car,1
Company Invited,1,Small Business,2,3,0,3,0,26,960.0,male,3,Basic,2,Executive,251370.0,Married,No Car,1
Company Invited,1,Small Business,2,3,0,4,0,37,780.0,female,3,Deluxe,3,Manager,295905.0,Married,No Car,1
Company Invited,2,Salaried,2,3,0,3,0,41,780.0,female,4,Deluxe,1,Manager,302775.0,Divorced,No Car,1
Company Invited,1,Salaried,2,3,0,4,0,47,780.0,male,3,Deluxe,3,Manager,297540.0,Single,No Car,1
Self Enquiry,1,Salaried,2,3,0,4,0,49,540.0,female,3,Standard,4,Senior Manager,364860.0,Married,Has Car,1
Company Invited,1,Salaried,2,3,0,4,0,40,780.0,male,3,Deluxe,1,Manager,311955.0,Single,Has Car,1
Company Invited,1,Salaried,2,3,0,4,0,38,840.0,female,3,Deluxe,4,Manager,309885.0,Divorced,No Car,1
Self Enquiry,1,Salaried,2,3,0,4,0,30,960.0,male,3,Deluxe,2,Manager,261030.0,Married,Has Car,1
Self Enquiry,1,Salaried,2,3,0,4,0,42,1740.0,male,3,Deluxe,3,Manager,317820.0,Married,No Car,1
Company Invited,2,Salaried,2,3,0,3,1,40,540.0,male,4,Basic,4,Executive,508050.0,Single,No Car,0
Self Enquiry,2,Salaried,2,3,0,3,0,50,900.0,male,3,King,16,VP,500505.0,Single,Has Car,0
Self Enquiry,1,Salaried,2,3,0,4,0,56,420.0,male,3,King,6,VP,509760.0,Single,Has Car,0
Self Enquiry,1,Small Business,3,3,0,2,0,36,780.0,female,6,Basic,3,Executive,319785.0,Married,No Car,2
Company Invited,1,Small Business,2,3,0,2,0,40,900.0,male,3,King,5,Senior Manager,503670.0,Divorced,Has Car,0
