,TypeofContact,CityTier,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,customer_info,ProdTaken,age,duration
182,Self Enquiry,2,Small Business,Male,3.0,5.0,Basic,3.0,3,0,1,Executive,333030.0,"離婚済み、自動車未所有,子供なし",1,25,960.0
183,Company Invited,2,Small Business,Male,3.0,5.0,Basic,3.0,7,0,2,Executive,310575.0,独身、自動車未所有、子供なし,1,28,540.0
184,Self Enquiry,1,Large Business,Ｍａｌｅ,3.0,5.0,Basic,3.0,5,0,2,Executive,306420.0,独身	車保有	子供なし,1,50,1080.0
185,Self Enquiry,1,Salaried,Male,3.0,5.0,Basic,4.0,2,1,1,Executive,270780.0,離婚済み 自動車所有 子供無し,1,27,540.0
186,Self Enquiry,2,Salaried,Male,2.0,5.0,Basic,3.0,3,0,2,Executive,310245.0,"独身,自動車所有,非育児家庭",1,22,840.0
187,Company Invited,1,Salaried,Male,1.0,3.0,super deluxe,3.0,6,0,2,AVP,502545.0,独身、自動車未所有、子供無し,0,49,540.0
188,Self Enquiry,2,Small Business,Male,2.0,4.0,Basic,3.0,1,0,3,Executive,261180.0,独身、車所持、子供無し,1,24,480.0
189,Self Enquiry,1,Salaried,Male,2.0,4.0,BASIC,3.0,7,0,3,Executive,月収30.0万円,"離婚済み,自動車所有,子供なし",0,51,1200.0
190,Self Enquiry,1,Small Business,Male,2.0,3.0,BASIC,3.0,2,0,4,Executive,263715.0,結婚済み 車あり 子供無し,1,24,480.0
191,Company Invited,2,Small Business,Male,2.0,3.0,Basic,4.0,年に2回,0,4,Executive,261225.0,離婚済み 車未所持 子供無し,1,31,840.0
193,Self Enquiry,2,Small Business,Female,2.0,3.0,Deluxe,3.0,1,0,4,Manager,262635.0,結婚済み 車所持　子供無し,0,32,600.0
194,Company Invited,1,Small Business,female,2.0,3.0,King,4.0,1,0,5,VP,456855.0,離婚済み、車所持、子供なし,0,60,540.0
195,Company Invited,2,Small Business,Female,2.0,3.0,Basic,3.0,2,0,3,Executive,258810.0,離婚済み、車未所持、子供なし,0,46,1440.0
196,Company Invited,2,Small Business,female,2.0,3.0,Basic,4.0,2,0,4,Executive,268290.0,"独身,乗用車所持,子供なし",0,39,540.0
197,Self Enquiry,1,Large Business,Male,2.0,3.0,King,4.0,年に6回,0,5,VP,474525.0,"離婚済み,自動車所有,子供なし",0,48,540.0
198,Self Enquiry,2,Small Business,Male,2.0,3.0,Standard,3.0,5,0,4,Senior Manager,月収44.0万円,離婚済み、車未所持、子供なし,0,54,840.0
199,Company Invited,3,Small Business,Female,2.0,3.0,Deluxe,3.0,6,0,4,Manager,262305.0,結婚済み／車なし／子供無し,0,38,480.0
200,Self Enquiry,2,Small Business,ｆｅ　ｍａｌｅ,2.0,3.0,Standard,4.0,2,0,3,Senior Manager,月収40.0万円,"未婚,車未所持、子供なし",0,47,660.0
201,Self Enquiry,1,Small Business,Female,2.0,4.0,Basic,3.0,4,0,3,E×ecutive,255885.0,離婚済み、自動車所有、子供なし,0,45,900.0
202,Self Enquiry,1,Large Business,female,2.0,4.0,Basic,4.0,2,0,3,Executive,260100.0,結婚済み、車未所持、子供無し,0,28,960.0
203,Self Enquiry,1,Large Business,Female,2.0,4.0,basic,3.0,年に5回,0,3,Executive,267270.0,結婚済み、車未所持、子供なし,0,40,1080.0
204,Company Invited,3,Small Business,Fe Male,2.0,3.0,standard,3.0,1,0,4,Senior Manager,406605.0,未婚　自動車所有　子供ゼロ,0,29,480.0
205,Company Invited,1,Small Business,Female,2.0,3.0,Standard,3.0,5,0,3,Senior Manager,月収45.0万円,結婚済み、自家用車あり、子供無し,0,59,600.0
206,Self Enquiry,1,Large Business,Female,2.0,3.0,STANDARD,3.0,2,0,4,Senior Manager,274290.0,未婚、自動車未所有、子供なし,0,34,480.0
207,Company Invited,1,Large Business,Female,2.0,3.0,STANDARD,4.0,2,0,5,Senior Manager,358770.0,結婚済み、自家用車あり、子供なし,0,47,780.0
208,Company Invited,2,Small Business,Male,2.0,3.0,Basic,3.0,2,1,4,Executive,272220.0,結婚済み 車所持 子供なし,1,38,660.0
209,Company Invited,2,Small Business,FE MALE,2.0,3.0,Standard,3.0,2,1,4,Senior Manager,426015.0,未婚、車所持、子供なし,0,37,1440.0
210,Company Invited,1,Large Business,Male,2.0,3.0,Basic,3.0,2,1,5,Executive,267405.0,結婚済み、車保有なし、子供なし,0,30,1020.0
211,Self Enquiry,1,Salaried,Male,2.0,3.0,STANDARD,4.0,3,0,3,Senior Manager,412440.0,結婚済み 車所持 子供なし,0,52,900.0
212,Self Enquiry,1,Salaried,Female,2.0,3.0,Basic,3.0,1,0,4,Executive,月収27.0万円,離婚済み、車未所持、子供なし,0,46,1500.0
213,Self Enquiry,2,Salaried,MALE,2.0,3.0,Deluxe,3.0,3,0,4,Mαnage𝙧,259515.0,離婚済み、車所持、子供ゼロ,0,24,840.0
214,Self Enquiry,2,Salaried,Male,2.0,3.0,Standard,3.0,2,0,3,Manager,265800.0,"離婚済み,自家用車あり,子供なし",0,30,780.0
215,Self Enquiry,2,Salaried,male,2.0,3.0,Deluxe,3.0,年に5回,0,3,Manager,343440.0,離婚済み 車所持 無子,0,47,1920.0
216,Company Invited,3,Salaried,Male,2.0,3.0,Deluxe,3.0,1,0,5,Manager,月収30.0万円,結婚済み 自動車所有 子供なし,0,38,480.0
217,Self Enquiry,1,Salaried,MALE,2.0,3.0,Standard,3.0,5,0,4,Senior Manager,364680.0,結婚済み 車未所持 子供なし,0,58,840.0
218,Self Enquiry,3,Salaried,male,2.0,3.0,Super De|uxe,3.0,2,0,4,AVP,413730.0,離婚済み/車所持／子供なし,0,33,840.0
219,Company Invited,2,Salaried,Male,2.0,3.0,Basic,3.0,年に3回,0,4,Executive,397935.0,結婚済み、車未所持、子供無し,1,31,540.0
220,Self Enquiry,2,Salaried,male,2.0,4.0,Basic,4.0,2,0,4,Executive,348930.0,"結婚済み,車所持,子供無し",0,49,900.0
221,Company Invited,2,Salaried,Male,2.0,3.0,BASIC,3.0,1,0,4,Executive,274260.0,結婚済み 自動車所有 子供無し,0,50,540.0
222,Self Enquiry,3,Salaried,FEMALE,2.0,3.0,Basic,3.0,2,1,4,Executive,254850.0,離婚済み	車所持	子供なし,0,20,780.0
223,Company Invited,2,Salaried,FE MALE,2.0,3.0,basic,4.0,1,1,3,Executive,349590.0,未婚 車未所持 子供ゼロ,1,26,840.0
224,Company Invited,2,Salaried,male,2.0,3.0,Basic,3.0,3,1,3,Executive,263400.0,結婚済み、車所持、子供なし,1,22,540.0
225,Company Invited,2,Salaried,Male,1.0,4.0,Super Deluxe,3.0,2,0,1,AVP,546660.0,結婚済み、自動車未所有、子供なし,0,50,600.0
226,Company Invited,2,Salaried,Female,1.0,3.0,Super Deluxe,4.0,6,0,2,AVP,月収60.0万円,独身	自家用車あり	無子,0,59,600.0
227,Company Invited,1,Salaried,Female,1.0,3.0,Super Deluxe,3.0,2,0,2,AVP,539070.0,独身/車未所持/子供なし,0,39,1020.0
228,Self Enquiry,2,Small Business,Male,2.0,4.0,standard,3.0,7,0,3,Senior Manager,月収36.0万円,結婚済み/車所持/子供なし,0,40,780.0
229,Self Enquiry,1,Small Business,Female,3.0,4.0,BASIC,4.0,2,0,5,Executive,月収30.0万円,離婚済み 自家用車あり 子供なし,0,20,600.0
230,Self Enquiry,2,Small Business,female,1.0,5.0,KING,4.0,年に4回,0,1,VP,538425.0,結婚済み、車所持、子供なし,0,57,480.0
231,Company Invited,2,Salaried,Male,3.0,4.0,Basic,3.0,2,0,3,Manager,271605.0,離婚済み 車未所持　子供ゼロ,0,39,540.0
232,Self Enquiry,3,Small Business,Male,2.0,4.0,Deluxe,3.0,2,0,4,Manager,月収34.0万円,離婚済み、自動車未所有、こども1人,0,38,1200.0
233,Self Enquiry,3,Small Business,Female,2.0,4.0,Deluxe,4.0,5,0,3,Manager,月収40.0万円,独身、自動車未所有、1児,0,36,900.0
234,Self Enquiry,3,Salaried,Ｍａｌｅ,2.0,5.0,Deluxe,3.0,年に3回,0,4,Manager,334365.0,未婚　乗用車なし 子供1人,0,24,1620.0
235,Self Enquiry,2,Salaried,Male,2.0,4.0,Deluxe,4.0,年に2回,0,3,Manager,月収30.0万円,"離婚済み、車あり,こども1人",0,31,780.0
236,Self Enquiry,2,Small Business,Male,2.0,4.0,Deluxe,3.0,1,1,3,Manager,343260.0,未婚、自家用車なし、子供有り(1人),0,23,780.0
237,Self Enquiry,1,Small Business,Male,2.0,4.0,Standard,3.0,4,0,3,Senior Manager,414075.0,離婚済み、車所持、子供1人,0,33,840.0
238,Company Invited,1,Small Business,Female,2.0,4.0,Basic,3.0,2,0,3,Executive,322530.0,離婚済み、車所持、1児,0,32,540.0
239,Self Enquiry,1,Small Business,female,2.0,4.0,Deluxe,3.0,年に2回,0,3,Manager,366495.0,結婚済み、車所持、子供有り(1人),0,52,900.0
240,Company Invited,1,Small Business,Male,2.0,4.0,basic,3.0,5,0,3,Executive,259425.0,結婚済み/車所持／子供1人,0,30,600.0
241,Company Invited,1,Small Business,Female,2.0,4.0,Basic,3.0,3,0,4,Executiѵе,月収30.0万円,結婚済み 自動車所有 こども1人,0,32,780.0
242,Company Invited,1,Salaried,Male,2.0,4.0,Standard,3.0,5,1,3,Senior Manager,428265.0,結婚済み 自動車所有 子供1人,0,42,960.0
243,Self Enquiry,1,Salaried,Male,2.0,4.0,super deluxe,4.0,6,0,1,AVP,月収56.0万円,独身、自家用車なし、わからない,0,45,420.0
244,Company Invited,2,Large Business,Male,2.0,4.0,standard,3.0,年に1回,0,2,Senior Manager,340095.0,結婚済み、車保有なし、こども1人,0,40,900.0
245,Self Enquiry,2,Small Business,female,2.0,4.0,Deluxe,3.0,2,0,1,Manager,月収30.0万円,未婚、乗用車所持、子供1人,0,52,960.0
246,Company Invited,3,Small Business,female,2.0,4.0,Standard,3.0,年に2回,0,1,Senior Manager,406695.0,離婚済み 車未所持 子供1人,0,45,960.0
247,Self Enquiry,2,Salaried,Male,2.0,4.0,Deluxe,3.0,1,0,1,Manager,350340.0,結婚済み　自家用車あり　子供1人,0,56,660.0
248,Self Enquiry,1,Small Business,Male,3.0,4.0,Standard,3.0,年に1回,0,2,Senior Manager,390375.0,離婚済み/自動車所有/子供無し,0,40,840.0
249,Company Invited,1,Large Business,Female,2.0,4.0,Super Deluxe,3.0,3,0,2,Executive,393765.0,結婚済み、車なし、子供1人,0,51,480.0
250,Self Enquiry,1,Small Business,Female,2.0,4.0,Deluxe,3.0,2,0,2,Manager,月収35.0万円,結婚済み、自家用車なし、こども1人,0,47,780.0
251,Self Enquiry,1,Small Business,Male,2.0,4.0,Basic,4.0,1,0,2,Executive,月収27.0万円,結婚済み 自家用車あり 子供1人,0,36,360.0
252,Self Enquiry,2,Salaried,male,3.0,4.0,Basic,3.0,年に1回,1,1,Executive,月収40.0万円,独身 自動車未所有 子供なし,1,29,540.0
253,Self Enquiry,1,Small Business,Ｆｅ　Ｍａｌｅ,2.0,4.0,Standard,3.0,年に2回,1,1,Senior Manager,418560.0,未婚 自家用車なし 子供1人,0,40,1260.0
254,Company Invited,1,Small Business,Female,2.0,4.0,Basic,3.0,4,1,2,Executive,259680.0,離婚済み、自家用車あり、子供1人,0,32,720.0
255,Company Invited,2,Small Business,Male,2.0,5.0,Deluxe,3.0,8,0,3,Manager,454845.0,結婚済み／車未所持／子供1人,0,43,1980.0
256,Company Invited,2,Salaried,fe male,2.0,5.0,Deluxe,3.0,1,0,3,Manager,324465.0,未婚、車未所持、子供1人,0,30,540.0
257,Self Enquiry,2,Salaried,male,2.0,5.0,Deluxe,4.0,年に8回,0,3,Manager,339690.0,未婚、車未所持、子供1人,0,38,1500.0
258,Self Enquiry,2,Salaried,ｍａｌｅ,2.0,500.0,Deluxe,3.0,7,0,3,Manager,月収30.0万円,離婚済み、車未所持、子供1人,0,43,600.0
259,Company Invited,2,Salaried,ＦＥＭＡＬＥ,2.0,5.0,DELUXE,3.0,年に5回,1,4,Manager,319680.0,結婚済み、車未所持、子供1人,0,47,780.0
260,Self Enquiry,1,Salaried,male,2.0,5.0,Deluxe,3.0,3,1,3,Manager,337515.0,結婚済み 車所持 子供1人,0,40,540.0
261,Self Enquiry,1,Small Business,Male,2.0,3.0,KING,4.0,3,0,2,VP,月収32.0万円,結婚済み/自動車未所有/非育児家庭,0,45,840.0
262,Company Invited,1,Salaried,male,2.0,3.0,Basic,3.0,4,0,2,Executive,月収30.0万円,離婚済み 車所持 子供無し,0,40,1020.0
263,Company Invited,1,Small Business,Male,2.0,1.0,Basic,3.0,2,0,2,Executive,月収30.0万円,"離婚済み,車なし、無子",0,38,780.0
264,Company Invited,2,Small Business,Male,2.0,2.0,DELUXE,3.0,1,0,2,Manager,293745.0,独身 車所持 子供ゼロ,0,39,780.0
265,Self Enquiry,3,Salaried,MALE,2.0,2.0,Deluxe,3.0,3,0,1,Manager,331935.0,未婚 車未所持 子供無し,0,40,600.0
266,Company Invited,1,Small Business,FEMALE,2.0,3.0,BASIC,3.0,年に1回,0,2,Executive,264420.0,"独身、車未所持,子供無し",1,32,540.0
267,Self Enquiry,2,Small Business,MALE,2.0,1.0,Basic,3.0,2,0,2,Executive,265020.0,独身/車所持/子供なし,1,30,900.0
268,Company Invited,2,Salaried,Male,2.0,2.0,Standard,3.0,2,0,2,Ѕenior Manager,405225.0,未婚、乗用車なし、子供無し,0,51,480.0
269,Self Enquiry,3,Small Business,Male,2.0,5.0,Deluxe,3.0,2,0,2,Manager,333015.0,未婚／車なし／子供有り(1人),0,39,660.0
270,Company Invited,1,Small Business,Female,2.0,5.0,Deluxe,3.0,2,0,2,Managеr,340275.0,未婚/自家用車なし/子供1人,0,35,660.0
271,Self Enquiry,1,Small Business,Male,2.0,3.0,Basic,3.0,1,0,1,Executive,月収30.0万円,結婚済み、自動車所有、子供ゼロ,0,38,480.0
272,Company Invited,2,Salaried,Ｍａｌｅ,2.0,3.0,basic,3.0,1,0,2,Executive,月収27.0万円,独身 自動車所有　子供なし,0,40,480.0
273,Self Enquiry,2,Small Business,Male,2.0,3.0,King,3.0,1,0,1,VP,月収30.0万円,独身 車保有 子供無し,0,51,540.0
274,Company Invited,2,Small Business,Fe Male,2.0,4.0,Deluxe,3.0,2,0,2,Manager,363255.0,未婚/乗用車所持/子供1人,0,48,1380.0
275,Self Enquiry,3,Small Business,Female,2.0,4.0,Basic,3.0,3,0,1,Executive,266460.0,独身/車未所持/こども1人,1,52,600.0
276,Company Invited,2,Small Business,Male,2.0,4.0,Deluxe,3.0,5,0,1,Manager,月収40.0万円,"離婚済み,車所持,こども1人",0,54,900.0
277,Self Enquiry,1,Large Business,Male,2.0,400.0,Basic,3.0,7,1,1,Еxecutivе,268770.0,離婚済み、車保有なし、無子,1,30,540.0
278,Self Enquiry,2,Salaried,FEMALE,2.0,3.0,King,3.0,5,1,1,VP,285540.0,結婚済み、車未所持、子供無し,0,49,540.0
279,Company Invited,2,Salaried,Female,2.0,3.0,STANDARD,3.0,2,0,1,Senior Μanαger,463860.0,離婚済み	車所持	子供なし,0,30,960.0
280,Self Enquiry,1,Small Business,male,2.0,4.0,Super Deluxe,3.0,3,0,2,AVP,340590.0,"離婚済み,車所持,子供有り 1人",0,55,960.0
281,Self Enquiry,1,Small Business,Male,2.0,4.0,Basic,3.0,年に3回,0,2,Executive,262995.0,独身、自動車未所有、子供有り(1人),0,40,900.0
282,Company Invited,1,Salaried,MALE,2.0,3.0,Super Deluxe,3.0,5,0,2,AVP,489660.0,結婚済み/車所持／子供なし,0,50,960.0
283,Company Invited,2,Salaried,male,3.0,4.0,Standard,3.0,2,0,1,Senior Manager,404640.0,結婚済み 車未所持　こども2人,0,46,300.0
284,Company Invited,2,Small Business,Female,3.0,4.0,Basic,3.0,3,0,2,Executive,311865.0,独身/自動車未所有/子供2人,0,21,540.0
286,Self Enquiry,2,Salaried,Male,3.0,4.0,Super Deluxe,3.0,2,0,1,AVP,月収40.0万円,結婚済み/車所持/子供2人,0,30,900.0
287,Self Enquiry,2,Small Business,male,3.0,4.0,Standard,3.0,3,0,1,Senior Manager,342195.0,離婚済み／自動車未所有／子供2人,0,40,480.0
288,Self Enquiry,2,Salaried,Male,3.0,4.0,deluxe,3.0,3,0,2,Manager,347145.0,未婚	自家用車なし	こども2人,0,29,600.0
289,Self Enquiry,3,Salaried,Male,3.0,4.0,Super Deluxe,3.0,5,0,2,AVP,525795.0,離婚済み 自動車所有 子供2人,0,50,1920.0
290,Company Invited,2,Large Business,Female,3.0,4.0,Standard,3.0,5,0,2,Senior Manager,525735.0,離婚済み/自動車所有／こども2人,0,57,360.0
291,Company Invited,2,Salaried,FEMALE,3.0,4.0,Standard,4.0,2,0,2,Senior Manager,375135.0,独身　車所持　こども2人,0,38,840.0
292,Self Enquiry,2,Small Business,Fe Male,3.0,4.0,Deluxe,3.0,2,0,2,Manager,357540.0,未婚、自動車未所有、こども2人,0,46,480.0
294,Self Enquiry,2,Salaried,Male,3.0,4.0,King,3.0,2,0,1,Senior Manager,416505.0,結婚済み	車所持	子供2人,0,41,780.0
296,Self Enquiry,2,Small Business,FEMALE,3.0,4.0,Deluxe,3.0,年に3回,0,2,Manager,月収35.0万円,未婚、車未所持、こども2人,0,26,780.0
297,Self Enquiry,2,Small Business,Male,3.0,4.0,Standard,4.0,年に5回,0,2,Senior Manager,384840.0,独身、車所持、子供有り(2人),0,54,960.0
298,Self Enquiry,2,Salaried,Male,3.0,4.0,Standard,4.0,年に5回,0,2,Senior Manager,440220.0,結婚済み/車未所持/子供2人,0,30,840.0
299,Self Enquiry,2,Small Business,male,3.0,4.0,Deluxe,3.0,2,0,1,Manager,月収31.0万円,離婚済み、車未所持、子供2人,0,40,1860.0
300,Company Invited,2,Salaried,Male,3.0,4.0,Standard,3.0,3,0,2,Senior Manager,397965.0,未婚 自家用車なし 子供2人,1,30,1320.0
301,Company Invited,3,Small Business,male,3.0,4.0,Standard,3.0,2,0,1,Senior Manager,月収30.0万円,結婚済み 自家用車なし 子供2人,0,35,480.0
302,Company Invited,2,Small Business,Female,3.0,4.0,Standard,4.0,3,0,2,Senior Manager,355635.0,独身/車保有なし/こども2人,0,30,840.0
303,Company Invited,3,Salaried,female,3.0,4.0,BASIC,3.0,3,1,2,Executive,311505.0,結婚済み 車未所持 こども2人,1,29,600.0
304,Self Enquiry,2,Small Business,male,3.0,4.0,Standard,4.0,7,1,2,Senior Manager,388080.0,独身 車未所持 こども2人,1,40,1740.0
305,Self Enquiry,1,Salaried,Male,2.0,3.0,Basic,3.0,年に5回,0,2,Executive,259020.0,"独身、自動車未所有,子供無し",0,42,900.0
306,Self Enquiry,2,Salaried,Male,2.0,3.0,King,3.0,年に3回,0,2,Senior Manager,442155.0,独身／車未所持／非育児家庭,0,39,780.0
307,Self Enquiry,1,Salaried,Male,2.0,3.0,Basic,3.0,7,0,2,Еxecuｔive,265350.0,独身、車未所持、子供なし,1,28,960.0
308,Company Invited,2,Small Business,Male,2.0,3.0,Basic,3.0,年に2回,0,2,Executive,263880.0,独身/自動車未所有/子供なし,0,24,960.0
309,Self Enquiry,1,Large Business,Male,3.0,4.0,Super Deluxe,4.0,6,0,2,VP,月収53.0万円,離婚済み	車保有	子供2人,0,51,840.0
310,Self Enquiry,1,Small Business,Female,3.0,4.0,Basic,3.0,2,0,1,Executive,315600.0,独身 乗用車なし 子供2人,0,35,960.0
311,Self Enquiry,1,Salaried,Male,3.0,4.0,Deluxe,3.0,6,0,2,Manager,334470.0,結婚済み 乗用車なし 子供2人,0,53,1680.0
312,Self Enquiry,1,Salaried,male,3.0,4.0,Basic,3.0,3,0,2,Executive,月収30.0万円,独身、車所持、こども2人,0,25,840.0
313,Company Invited,1,Small Business,Female,3.0,4.0,Standard,4.0,3,0,1,Senior Manager,405705.0,未婚、自家用車あり、子供2人,0,39,480.0
314,Self Enquiry,1,Salaried,male,3.0,4.0,Deluxe,3.0,7,0,2,Manager,309000.0,結婚済み、車保有なし、子供2人,0,30,1320.0
315,Company Invited,1,Salaried,MALE,3.0,4.0,Deluxe,3.0,3,0,2,Manager,317640.0,結婚済み、車未所持、子供2人,0,39,540.0
316,Self Enquiry,1,Salaried,male,3.0,400.0,standard,3.0,2,0,2,Senior Manager,365370.0,結婚済み 車未所持 子供2人,0,55,360.0
317,Company Invited,1,Small Business,Male,3.0,4.0,Basic,3.0,3,0,2,Executive,月収26.0万円,結婚済み、車保有なし、子供有り(2人),0,37,840.0
318,Company Invited,1,Small Business,Female,4.0,4.0,Basic,3.0,3,0,2,Executive,314445.0,結婚済み 車所持 こども3人,0,30,780.0
319,Self Enquiry,1,Salaried,Male,3.0,4.0,Basic,3.0,3,0,2,Executive,月収30.0万円,"離婚済み,車保有なし,こども2人",0,34,420.0
320,Self Enquiry,1,Small Business,Male,3.0,4.0,BASIC,3.0,7,0,2,Executive,月収30.0万円,独身/乗用車なし/子供2人,0,36,900.0
321,Self Enquiry,1,Salaried,Male,3.0,4.0,B𝖺sic,4.0,3,0,2,Executive,273990.0,"独身,自動車未所有,子供2人",0,40,720.0
323,Self Enquiry,1,Small Business,MALE,3.0,4.0,Basic,3.0,7,0,2,Executive,311820.0,結婚済み 車所持 子供2人,0,37,600.0
324,Self Enquiry,1,Small Business,male,3.0,4.0,BASIC,3.0,3,0,2,Executive,339645.0,"未婚,車未所持、子供2人",1,31,540.0
325,Self Enquiry,2,Small Business,Ｍａｌｅ,3.0,5.0,Deluxe,3.0,7,0,2,Manager,323835.0,結婚済み	車未所持	子供2人,0,38,780.0
326,Self Enquiry,2,Small Business,male,3.0,4.0,Deluxe,3.0,年に3回,0,2,Manager,337710.0,未婚 車未所持 こども2人,0,35,1920.0
327,Self Enquiry,2,Small Business,Male,3.0,4.0,De|uxe,3.0,5,0,2,Manager,326805.0,未婚	自動車未所有	こども2人,0,38,720.0
328,Self Enquiry,2,Salaried,Male,3.0,4.0,Deluxe,3.0,2,0,1,Manager,413760.0,結婚済み　車所持　こども2人,0,41,960.0
329,Self Enquiry,2,Salaried,male,3.0,5.0,Deluxe,3.0,3,0,2,Manager,403365.0,独身 車未所持　子供2人,0,27,420.0
330,Self Enquiry,2,Salaried,male,3.0,4.0,deluxe,3.0,3,0,2,Senior Manager,317565.0,結婚済み 車未所持 こども2人,0,30,480.0
331,Self Enquiry,2,Small Business,Female,3.0,4.0,Standard,3.0,4,0,2,Senior Manager,391065.0,離婚済み、自家用車あり、こども2人,0,53,900.0
332,Self Enquiry,3,Salaried,Male,3.0,4.0,DELUXE,3.0,2,0,1,Manager,347580.0,結婚済み、車あり、子供2人,0,26,1680.0
333,Company Invited,2,Small Business,male,3.0,4.0,Deluxe,3.0,7,0,1,Manager,342060.0,未婚、乗用車なし、子供2人,0,40,960.0
334,Self Enquiry,2,Small Business,Male,4.0,4.0,Standard,3.0,3,0,2,Senior Manager,396195.0,結婚済み、車あり、こども3人,0,36,540.0
